number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_optimizer,user_attrs_relative_deterioration,user_attrs_test_r2,state
109,0.014066581414736615,2024-10-18 16:25:14.192135,2024-10-18 16:26:03.567084,0 days 00:00:49.374949,0.15951718473614096,128,0.1,30,2.6808367056483442e-05,72,0.0004749685611171217,adam,0.9952595030509239,0.8294805426696621,COMPLETE
110,0.018066033242339723,2024-10-18 16:25:14.461608,2024-10-18 16:26:07.849569,0 days 00:00:53.387961,0.037051993541418145,128,0.1,30,3.209405930222062e-05,72,0.0002946569178738217,adam,0.9957249903163481,0.7809979487007223,COMPLETE
111,0.008785745615802686,2024-10-18 16:25:25.335007,2024-10-18 16:27:02.241446,0 days 00:01:36.906439,0.072628873693,128,0.1,30,0.0007628441274898728,8,0.0004727972976748468,adam,0.9961705079121334,0.8934964700748422,COMPLETE
112,0.008664039884234295,2024-10-18 16:25:30.547947,2024-10-18 16:26:37.960880,0 days 00:01:07.412933,0.06017497171857154,96,0.1,30,0.0005119762625337283,8,0.0004828982921769688,adam,0.9961536896451447,0.894971824653837,COMPLETE
113,0.010441079090238248,2024-10-18 16:25:32.509729,2024-10-18 16:26:41.263853,0 days 00:01:08.754124,0.10555389678336775,96,0.1,30,0.000599011596044468,8,0.00043800359358471866,adam,0.9953598168943099,0.873430004923204,COMPLETE
114,0.010335350653465164,2024-10-18 16:25:34.242520,2024-10-18 16:27:06.327336,0 days 00:01:32.084816,0.07223937998068801,96,0.1,50,2.7418957347063783e-05,8,0.0006719064606084786,adam,0.9952262663050674,0.8747116777853852,COMPLETE
115,0.009872693039582846,2024-10-18 16:25:40.803734,2024-10-18 16:27:13.485245,0 days 00:01:32.681511,0.0729942536053392,96,0.1,50,0.0002851762969300092,8,0.0005363437964613699,adam,0.9955076032439827,0.8803201566988412,COMPLETE
116,0.01091220630343744,2024-10-18 16:26:03.584073,2024-10-18 16:27:24.187777,0 days 00:01:20.603704,0.060810543866958715,96,0.1,50,7.668489785931377e-05,8,0.0006678524509945357,adam,0.9949963496204572,0.8677188549031914,COMPLETE
117,0.011428507340580001,2024-10-18 16:26:07.880436,2024-10-18 16:27:06.515241,0 days 00:00:58.634805,0.05945790042038825,96,0.2,30,0.0006238309992242187,8,0.0006595849046911101,adam,0.9949159506356489,0.8614600937957907,COMPLETE
118,0.009428645076064,2024-10-18 16:26:37.979055,2024-10-18 16:27:33.567792,0 days 00:00:55.588737,0.07077329644622471,128,0.2,50,0.000610174881916398,16,0.0004340742548078704,adam,0.9963170616589756,0.8857030436658586,COMPLETE
119,0.010564716835378345,2024-10-18 16:26:41.293034,2024-10-18 16:27:37.969621,0 days 00:00:56.676587,0.04347852950142339,128,0.2,50,0.0006069204899283675,16,0.0005410124749507049,adam,0.9956406031622914,0.871931229877211,COMPLETE
120,0.010430220231027543,2024-10-18 16:27:02.282651,2024-10-18 16:28:02.869713,0 days 00:01:00.587062,0.08195661841123414,128,0.2,50,0.0008402970525044897,16,0.000535650178242919,adam,0.995901474809419,0.8735616393783172,COMPLETE
121,0.008019617864964844,2024-10-18 16:27:06.340052,2024-10-18 16:27:58.227963,0 days 00:00:51.887911,0.09280882213335405,128,0.2,50,0.0006205468717039483,16,0.0005502545958223955,adam,0.9968388485848102,0.902783707994762,COMPLETE
122,0.006505616895906351,2024-10-18 16:27:06.527338,2024-10-18 16:28:35.876725,0 days 00:01:29.349387,0.045127571879059476,128,0.2,50,0.0002879518952396938,16,0.00035863557412997164,adam,0.9971578326113337,0.9211368967354887,COMPLETE
123,0.009293480884853758,2024-10-18 16:27:13.512115,2024-10-18 16:28:10.842828,0 days 00:00:57.330713,0.0429297015516733,128,0.2,30,0.0005076949542235112,16,0.00036285044433461837,adam,0.9964263221340746,0.8873415458616741,COMPLETE
124,0.007173135431196247,2024-10-18 16:27:24.200516,2024-10-18 16:28:56.588360,0 days 00:01:32.387844,0.044463739382512614,128,0.2,30,0.0008595920170509504,16,0.0003672073409726346,adam,0.9969780351212044,0.9130450302727299,COMPLETE
125,0.01079399131199359,2024-10-18 16:27:33.587632,2024-10-18 16:28:49.898527,0 days 00:01:16.310895,0.1945299348396092,128,0.2,30,0.0008479002615057141,16,0.00036116466412101895,adam,0.9957571097528272,0.869151893649066,COMPLETE
126,0.008454666978995232,2024-10-18 16:27:37.990880,2024-10-18 16:28:35.362961,0 days 00:00:57.372081,0.04429211899705139,128,0.2,30,0.000513766535505429,16,0.0003623011936391466,adam,0.9965752738337943,0.8975099078688276,COMPLETE
127,0.013627409773074795,2024-10-18 16:27:58.240283,2024-10-18 16:28:50.190016,0 days 00:00:51.949733,0.09397782542749217,128,0.2,50,0.0005291235790761498,16,0.0003566449486557019,adam,0.9946024583571882,0.8348043173525849,COMPLETE
128,0.008501321110633394,2024-10-18 16:28:02.894860,2024-10-18 16:29:41.729156,0 days 00:01:38.834296,0.20143030042494595,128,0.2,50,0.000506416202486283,16,0.0003544854504246376,adam,0.9964220386933011,0.8969443520330064,COMPLETE
129,0.012248885138673544,2024-10-18 16:28:10.859675,2024-10-18 16:29:08.344024,0 days 00:00:57.484349,0.10539906584644612,128,0.2,50,0.0005309521291498832,32,0.00022103233301815417,adam,0.9956845605822704,0.8515152199979386,COMPLETE
130,0.008696596995717317,2024-10-18 16:28:35.374572,2024-10-18 16:29:26.063972,0 days 00:00:50.689400,0.10813977242607545,128,0.2,50,0.00045221064316885675,40,0.0004020587625107589,adam,0.9967417522471785,0.8945771572631863,COMPLETE
131,0.008713584356904577,2024-10-18 16:28:35.933073,2024-10-18 16:29:59.933939,0 days 00:01:24.000866,0.09523391475451763,128,0.2,50,0.0004715002565608106,24,0.0007560834681613811,adam,0.996395012779866,0.8943712312086802,COMPLETE
132,0.08246345866308133,2024-10-18 16:28:49.914821,2024-10-18 16:30:50.241071,0 days 00:02:00.326250,0.10663160670566131,128,0.2,50,0.0005363658381630408,24,0.0003232532462744813,adadelta,0.9922300980011302,0.0003524092868819606,COMPLETE
133,0.08284197851992747,2024-10-18 16:28:56.601810,2024-10-18 16:30:39.884180,0 days 00:01:43.282370,0.05075510288270655,128,0.2,30,0.0009958270722199248,40,0.0003257195343111186,adadelta,0.9921955823716923,-0.004236125672332891,COMPLETE
134,0.013182243773498664,2024-10-18 16:29:08.368509,2024-10-18 16:30:01.782591,0 days 00:00:53.414082,0.05245127674017864,128,0.2,30,0.0004599234058113033,40,0.0003146046263842213,adam,0.9954814972743959,0.840200757499024,COMPLETE
135,0.0821855436426894,2024-10-18 16:29:41.761191,2024-10-18 16:31:05.582630,0 days 00:01:23.821439,0.035015557176521196,128,0.2,30,0.000972685762517413,16,0.00031681968582930413,adadelta,0.992252977901122,0.0037213812541243563,COMPLETE
136,0.08254974980049552,2024-10-18 16:30:01.793392,2024-10-18 16:31:12.802862,0 days 00:01:11.009470,0.04454024422213915,128,0.2,30,0.0004035302804068982,16,0.00033875338188550045,adadelta,0.9922199141934316,-0.0006936386113565174,COMPLETE
137,0.009326268559873925,2024-10-18 16:31:05.592267,2024-10-18 16:31:26.084080,0 days 00:00:20.491813,0.044343800608021705,128,0.2,30,0.0003206311156147395,16,0.0003932385979296141,adam,0.9962603525915587,0.8869440835084044,COMPLETE
138,0.0078059393187173785,2024-10-18 16:31:12.813629,2024-10-18 16:31:48.464357,0 days 00:00:35.650728,0.039838393422343625,128,0.2,30,0.0002979542517784679,16,0.0003916265116448687,adam,0.9966715945614358,0.9053739855238198,COMPLETE
139,0.00903805725265505,2024-10-18 16:31:26.092556,2024-10-18 16:31:46.520499,0 days 00:00:20.427943,0.0391997102055214,128,0.2,30,0.00017834185750501303,24,0.00043538828699575506,adam,0.9965481658970768,0.8904378702540555,COMPLETE
