number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_relative_deterioration,state
429,0.6434304732849848,0.4065210063448593,0.3733380718124153,2024-12-23 21:55:49.177800,2024-12-23 21:56:14.558030,0 days 00:00:25.380230,0.07537469197384655,32,0.1,196,100,8.425914359069503e-06,1592,9.703377199013263e-05,3,4,adam,"{'neurons_per_layer_encoder': [196, 392, 784, 1568], 'neurons_per_layer_decoder': [1568, 784, 392]}",196,"[1568, 784, 392]","[196, 392, 784, 1568]",[0.6434304732849848],[0.4065210063448593],[0.3733380718124153],0.5768206291168566,COMPLETE
430,0.605525059199968,0.5176798028331504,0.44475055311430933,2024-12-23 21:55:55.310322,2024-12-23 21:56:14.495262,0 days 00:00:19.184940,0.09194479371540142,32,0.1,152,100,1.5573700762628455e-05,1240,0.00013479633283097048,3,4,adam,"{'neurons_per_layer_encoder': [152, 304, 608, 1216], 'neurons_per_layer_decoder': [1216, 608, 304]}",152,"[1216, 608, 304]","[152, 304, 608, 1216]",[0.605525059199968],[0.5176798028331504],[0.44475055311430933],0.7050610981019636,COMPLETE
431,0.5331296214243806,0.6071989013897542,0.40680095671252725,2024-12-23 21:55:56.595393,2024-12-23 21:56:12.216785,0 days 00:00:15.621392,0.07223398545153706,32,0.1,60,100,8.466375781117916e-06,712,0.00013989357419756906,3,4,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120]}",60,"[480, 240, 120]","[60, 120, 240, 480]",[0.5331296214243806],[0.6071989013897542],[0.40680095671252725],0.32717778893857224,COMPLETE
432,0.6190242379895633,0.158248959584951,0.361646906338009,2024-12-23 21:55:57.269429,2024-12-23 21:56:19.174640,0 days 00:00:21.905211,0.07123331973918125,32,0.30000000000000004,196,100,1.5012507789954141e-05,1592,0.00014529248147641344,3,4,adam,"{'neurons_per_layer_encoder': [196, 392, 784, 1568], 'neurons_per_layer_decoder': [1568, 784, 392]}",196,"[1568, 784, 392]","[196, 392, 784, 1568]",[0.6190242379895633],[0.158248959584951],[0.361646906338009],0.7284020366867817,COMPLETE
433,-0.3505170636357722,-2.8603644557429684,-0.286293356155757,2024-12-23 21:55:57.741150,2024-12-23 21:56:07.851848,0 days 00:00:10.110698,0.04679452666113627,32,0.30000000000000004,168,100,8.311591781923216e-06,1368,0.00014070874727763267,3,4,adadelta,"{'neurons_per_layer_encoder': [168, 336, 672, 1344], 'neurons_per_layer_decoder': [1344, 672, 336]}",168,"[1344, 672, 336]","[168, 336, 672, 1344]",[-0.3505170636357722],[-2.8603644557429684],[-0.286293356155757],0.3858030727822097,COMPLETE
434,-0.2845155224325848,-1.6318091326430255,-0.016725103919061235,2024-12-23 21:56:02.745008,2024-12-23 21:56:15.765730,0 days 00:00:13.020722,0.09112813339672127,32,0.30000000000000004,168,100,8.625694550145627e-06,1672,0.0010175150743703,5,4,adadelta,"{'neurons_per_layer_encoder': [168, 336, 672, 1344], 'neurons_per_layer_decoder': [1344, 672, 336, 168, 84]}",168,"[1344, 672, 336, 168, 84]","[168, 336, 672, 1344]",[-0.2845155224325848],[-1.6318091326430255],[-0.016725103919061235],0.3772896992904086,COMPLETE
435,0.18507093048140832,0.17370135899415384,0.11866174663635443,2024-12-23 21:56:07.861725,2024-12-23 21:56:27.637888,0 days 00:00:19.776163,0.0921863406272257,80,0.1,228,100,1.4409894903462236e-05,1848,0.00011513441442515118,5,4,adam,"{'neurons_per_layer_encoder': [228, 456, 912, 1824], 'neurons_per_layer_decoder': [1824, 912, 456, 228, 114]}",228,"[1824, 912, 456, 228, 114]","[228, 456, 912, 1824]",[0.18507093048140832],[0.17370135899415384],[0.11866174663635443],0.6274318543164336,COMPLETE
436,-0.21180688216844024,-0.21094728269448293,0.11538047102996085,2024-12-23 21:56:12.226671,2024-12-23 21:56:25.612740,0 days 00:00:13.386069,0.13475778484942183,80,0.1,184,100,0.00013007267623071767,1496,2.193754546455728e-05,3,4,adam,"{'neurons_per_layer_encoder': [184, 368, 736, 1472], 'neurons_per_layer_decoder': [1472, 736, 368]}",184,"[1472, 736, 368]","[184, 368, 736, 1472]",[-0.21180688216844024],[-0.21094728269448293],[0.11538047102996085],0.9209890572856612,COMPLETE
437,-0.38835681278894385,-0.5036960942616235,-0.2653459108033638,2024-12-23 21:56:14.509355,2024-12-23 21:56:21.589347,0 days 00:00:07.079992,0.15845468078368863,80,0.1,120,100,0.00012556637506474835,208,2.0885004293357744e-05,5,1,adadelta,"{'neurons_per_layer_encoder': [120], 'neurons_per_layer_decoder': [120, 60, 30, 15, 8]}",120,"[120, 60, 30, 15, 8]",[120],[-0.38835681278894385],[-0.5036960942616235],[-0.2653459108033638],0.41166548720241103,COMPLETE
438,-0.47001412270523324,-1.2703732658925233,-0.23157908432552565,2024-12-23 21:56:14.572732,2024-12-23 21:56:19.268865,0 days 00:00:04.696133,0.10358743140018663,48,0.1,84,100,8.741526218784636e-05,108,0.00011539051055370381,5,1,adadelta,"{'neurons_per_layer_encoder': [84], 'neurons_per_layer_decoder': [84, 42, 21, 10, 8]}",84,"[84, 42, 21, 10, 8]",[84],[-0.47001412270523324],[-1.2703732658925233],[-0.23157908432552565],0.3950360075354164,COMPLETE
439,-0.7013743219068933,-1.056382029650052,-0.3114939930101006,2024-12-23 21:56:15.774291,2024-12-23 21:56:20.147626,0 days 00:00:04.373335,0.1354110831000417,80,0.1,224,100,1.4916388688116851e-05,312,2.240192686801281e-05,3,1,adam,"{'neurons_per_layer_encoder': [224], 'neurons_per_layer_decoder': [224, 112, 56]}",224,"[224, 112, 56]",[224],[-0.7013743219068933],[-1.056382029650052],[-0.3114939930101006],-0.155934375335382,COMPLETE
440,0.19067805951140893,0.34862155881606405,0.11068260435092292,2024-12-23 21:56:19.184449,2024-12-23 21:56:25.793927,0 days 00:00:06.609478,0.07492779627647168,96,0.1,144,100,1.029659440812192e-05,216,0.00011307272283126384,3,1,adam,"{'neurons_per_layer_encoder': [144], 'neurons_per_layer_decoder': [144, 72, 36]}",144,"[144, 72, 36]",[144],[0.19067805951140893],[0.34862155881606405],[0.11068260435092292],-0.26160996879863635,COMPLETE
441,0.20032352306088896,-0.027805637447396725,0.09097614837230206,2024-12-23 21:56:19.282572,2024-12-23 21:56:33.220271,0 days 00:00:13.937699,0.1574975513533093,72,0.2,224,100,1.0368358512133976e-05,1816,0.00020810332761852715,3,4,adam,"{'neurons_per_layer_encoder': [224, 448, 896, 1792], 'neurons_per_layer_decoder': [1792, 896, 448]}",224,"[1792, 896, 448]","[224, 448, 896, 1792]",[0.20032352306088896],[-0.027805637447396725],[0.09097614837230206],0.4552960348687617,COMPLETE
442,-0.4225568982339063,-1.0251360541615115,0.011866743007963532,2024-12-23 21:56:20.154561,2024-12-23 21:56:25.231660,0 days 00:00:05.077099,0.06801613691703845,96,0.1,76,100,1.0354514523743552e-05,680,5.274799530974917e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.4225568982339063],[-1.0251360541615115],[0.011866743007963532],0.06487480873506246,COMPLETE
443,0.5207785137081857,0.46489543412790857,0.3706718043590712,2024-12-23 21:56:21.597268,2024-12-23 21:56:33.421585,0 days 00:00:11.824317,0.07564042849322196,32,0.2,76,100,0.00017307428735967588,680,0.00010651781246763569,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.5207785137081857],[0.46489543412790857],[0.3706718043590712],0.9283509299690516,COMPLETE
444,-0.5077162328859719,-2.688104133525492,-0.2645096999286598,2024-12-23 21:56:25.238681,2024-12-23 21:56:30.155338,0 days 00:00:04.916657,0.07549507992221924,32,0.2,24,100,1.0709344512036575e-05,408,0.0001079707688659461,3,4,adam,"{'neurons_per_layer_encoder': [24, 48, 96, 192], 'neurons_per_layer_decoder': [192, 96, 48]}",24,"[192, 96, 48]","[24, 48, 96, 192]",[-0.5077162328859719],[-2.688104133525492],[-0.2645096999286598],-0.07182056830707662,COMPLETE
445,0.2836909477450882,0.37521384269372093,0.3369914456319315,2024-12-23 21:56:25.623712,2024-12-23 21:56:36.587933,0 days 00:00:10.964221,0.07483578931867015,32,0.2,80,100,3.742339263455373e-05,744,0.009901200053380192,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.2836909477450882],[0.37521384269372093],[0.3369914456319315],-0.15467160256629003,COMPLETE
446,-0.1528606185362722,-0.6061892958828317,-0.5327938667662413,2024-12-23 21:56:25.803097,2024-12-23 21:56:30.303906,0 days 00:00:04.500809,0.07663389632534937,72,0.2,64,100,1.0718786595272067e-06,728,8.221361877908157e-05,3,4,sgd,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[-0.1528606185362722],[-0.6061892958828317],[-0.5327938667662413],0.08332829879447036,COMPLETE
447,-0.6513615213761781,-0.7635817597433632,-0.1583644850968282,2024-12-23 21:56:27.650415,2024-12-23 21:56:30.509923,0 days 00:00:02.859508,0.02073501968290079,72,0.1,48,100,1.008888570118131e-06,696,0.00020976483235012142,3,4,sgd,"{'neurons_per_layer_encoder': [48, 96, 192, 384], 'neurons_per_layer_decoder': [384, 192, 96]}",48,"[384, 192, 96]","[48, 96, 192, 384]",[-0.6513615213761781],[-0.7635817597433632],[-0.1583644850968282],-0.010020464387692473,COMPLETE
448,-0.25241673908739815,-0.25410597764110454,-0.08833775737721017,2024-12-23 21:56:30.162694,2024-12-23 21:56:34.814535,0 days 00:00:04.651841,0.021362586465342313,120,0.1,64,100,0.00017993088551600584,696,0.002835451249195255,3,4,sgd,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[-0.25241673908739815],[-0.25410597764110454],[-0.08833775737721017],0.8517166288049208,COMPLETE
449,-0.18977953446527063,-0.32832286386506304,0.05024416830220779,2024-12-23 21:56:30.314136,2024-12-23 21:56:37.946073,0 days 00:00:07.631937,0.06708243650105401,128,0.1,72,100,7.798762344732374e-05,1032,9.623625756579636e-05,4,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144, 72]}",72,"[576, 288, 144, 72]","[72, 144, 288, 576]",[-0.18977953446527063],[-0.32832286386506304],[0.05024416830220779],0.7201868548338819,COMPLETE
450,0.18257091356366617,0.21044169309467609,0.14727940010060536,2024-12-23 21:56:30.517552,2024-12-23 21:56:37.358820,0 days 00:00:06.841268,0.11658465985503204,128,0.1,80,100,9.254863595910137e-06,744,0.002934113969006727,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.18257091356366617],[0.21044169309467609],[0.14727940010060536],-0.34717552117129674,COMPLETE
451,-0.13194969961848435,-0.3714622075376699,0.015143743850336677,2024-12-23 21:56:33.230082,2024-12-23 21:56:39.826469,0 days 00:00:06.596387,0.12654537448873057,128,0.1,80,100,3.92769823356723e-05,1400,9.610951836707185e-05,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[-0.13194969961848435],[-0.3714622075376699],[0.015143743850336677],0.5058485107634234,COMPLETE
452,0.6478765995205376,0.7999636840242914,0.5145091114765477,2024-12-23 21:56:33.432059,2024-12-23 21:56:42.389437,0 days 00:00:08.957378,0.1996029860212452,32,0.1,72,100,2.663486820476917e-06,1032,9.340500021359744e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.6478765995205376],[0.7999636840242914],[0.5145091114765477],0.3081495979896827,COMPLETE
453,0.5827222532243549,0.48486619184644364,0.48329512668871377,2024-12-23 21:56:34.821909,2024-12-23 21:56:43.896085,0 days 00:00:09.074176,0.06640291055333244,32,0.1,84,100,1.2913084000468397e-05,744,6.570181557142355e-05,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.5827222532243549],[0.48486619184644364],[0.48329512668871377],0.5546369347198762,COMPLETE
454,-0.028292524811367903,-0.5145854569631767,-0.0826073612271041,2024-12-23 21:56:36.597908,2024-12-23 21:56:43.279780,0 days 00:00:06.681872,0.12836593795188767,128,0.1,72,100,2.6560017734726495e-06,664,1.5808746784220815e-05,4,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144, 72]}",72,"[576, 288, 144, 72]","[72, 144, 288, 576]",[-0.028292524811367903],[-0.5145854569631767],[-0.0826073612271041],0.021652110025791108,COMPLETE
455,-0.7885614057445745,-1.4182778461472907,-0.49275753396277566,2024-12-23 21:56:37.366038,2024-12-23 21:56:41.657753,0 days 00:00:04.291715,0.06586612827294121,32,0.1,72,100,1.3154145827873365e-05,344,0.0008852126622944065,4,3,adadelta,"{'neurons_per_layer_encoder': [72, 144, 288], 'neurons_per_layer_decoder': [288, 144, 72, 36]}",72,"[288, 144, 72, 36]","[72, 144, 288]",[-0.7885614057445745],[-1.4182778461472907],[-0.49275753396277566],0.24356957634856033,COMPLETE
456,-0.3000994150598324,-1.864428704800364,-1.1621038465184736,2024-12-23 21:56:37.953592,2024-12-23 21:56:42.535498,0 days 00:00:04.581906,0.1759222268858452,32,0.4,72,100,0.0003581224850903565,632,8.189077759854353e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[-0.3000994150598324],[-1.864428704800364],[-1.1621038465184736],0.8755859943552237,COMPLETE
457,0.04300550065240283,-0.2663522663836193,-0.03694481139284589,2024-12-23 21:56:39.835712,2024-12-23 21:56:47.290361,0 days 00:00:07.454649,0.06365979501839228,32,0.4,88,100,2.6314033636273214e-06,472,0.0008633445181720152,2,3,adadelta,"{'neurons_per_layer_encoder': [88, 176, 352], 'neurons_per_layer_decoder': [352, 176]}",88,"[352, 176]","[88, 176, 352]",[0.04300550065240283],[-0.2663522663836193],[-0.03694481139284589],0.4091002810105914,COMPLETE
458,0.4382709761689595,0.581290254411533,0.34210797854920394,2024-12-23 21:56:41.664932,2024-12-23 21:56:50.380789,0 days 00:00:08.715857,0.06034090278503118,32,0.4,88,100,1.688671640534278e-05,760,0.00016406130472309792,2,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352]}",88,"[704, 352]","[88, 176, 352, 704]",[0.4382709761689595],[0.581290254411533],[0.34210797854920394],0.6746409310366032,COMPLETE
459,0.6771599435433657,0.4700921558198754,0.3864126268219392,2024-12-23 21:56:42.398260,2024-12-23 21:56:51.142675,0 days 00:00:08.744415,0.19185711993088886,32,0.1,64,100,2.5283373925766673e-06,1064,6.6552393612337e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.6771599435433657],[0.4700921558198754],[0.3864126268219392],0.2656391484495611,COMPLETE
460,0.7251356110335228,0.5131884893938277,0.2578156749461641,2024-12-23 21:56:42.547514,2024-12-23 21:56:51.151031,0 days 00:00:08.603517,0.19513260894723972,32,0.1,60,100,2.65212216958699e-06,600,6.34752244902729e-05,3,4,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120]}",60,"[480, 240, 120]","[60, 120, 240, 480]",[0.7251356110335228],[0.5131884893938277],[0.2578156749461641],0.08123863442336506,COMPLETE
461,0.6396833342733874,0.7235339836719203,0.31738625714113267,2024-12-23 21:56:43.288629,2024-12-23 21:56:52.493738,0 days 00:00:09.205109,0.1943454106562622,32,0.1,60,100,3.26103371250652e-06,600,6.75544534387165e-05,3,4,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120]}",60,"[480, 240, 120]","[60, 120, 240, 480]",[0.6396833342733874],[0.7235339836719203],[0.31738625714113267],0.14830735170040343,COMPLETE
462,0.6730778522127498,0.5726751956529317,0.16552571548397788,2024-12-23 21:56:43.903992,2024-12-23 21:56:56.845493,0 days 00:00:12.941501,0.1967802716391458,32,0.1,60,100,3.266722606982031e-06,984,6.947344800271654e-05,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.6730778522127498],[0.5726751956529317],[0.16552571548397788],0.14686144461512166,COMPLETE
463,0.6631495032057737,0.7660254766155846,0.3938115018186621,2024-12-23 21:56:47.299140,2024-12-23 21:57:01.148686,0 days 00:00:13.849546,0.1996457842606731,32,0.1,60,100,2.9797677941474232e-06,984,8.02046877654884e-05,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.6631495032057737],[0.7660254766155846],[0.3938115018186621],0.36346051768991866,COMPLETE
464,0.6596704082309843,0.5965389932999691,0.2987409489606665,2024-12-23 21:56:50.390470,2024-12-23 21:57:02.742954,0 days 00:00:12.352484,0.18464994709981264,32,0.1,60,100,2.857740866458262e-06,984,6.611894128571984e-05,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.6596704082309843],[0.5965389932999691],[0.2987409489606665],0.25895363021399886,COMPLETE
465,0.6599222524379137,0.510391648008211,0.2195623123471142,2024-12-23 21:56:51.152581,2024-12-23 21:57:00.816440,0 days 00:00:09.663859,0.19946355739320368,32,0.1,60,100,3.459666850297841e-06,1000,6.099380086647946e-05,3,4,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120]}",60,"[480, 240, 120]","[60, 120, 240, 480]",[0.6599222524379137],[0.510391648008211],[0.2195623123471142],0.1603465748061273,COMPLETE
466,0.6653841462435778,0.7152619030673326,0.3718027696704138,2024-12-23 21:56:51.160747,2024-12-23 21:57:01.208577,0 days 00:00:10.047830,0.1901890086994027,32,0.1,60,100,2.9667510800565637e-06,568,7.540798109469324e-05,3,4,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120]}",60,"[480, 240, 120]","[60, 120, 240, 480]",[0.6653841462435778],[0.7152619030673326],[0.3718027696704138],0.2171462816457345,COMPLETE
467,0.5697664176372985,0.5880382466274297,0.4036535567357956,2024-12-23 21:56:52.502191,2024-12-23 21:57:03.231079,0 days 00:00:10.728888,0.18418067903602087,32,0.1,64,100,3.9979097974537015e-06,584,7.036099877809775e-05,3,4,adam,"{'neurons_per_layer_encoder': [64, 128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",64,"[512, 256, 128]","[64, 128, 256, 512]",[0.5697664176372985],[0.5880382466274297],[0.4036535567357956],0.25455702131462987,COMPLETE
468,0.6938843825198552,0.5527131082344299,0.294108909014285,2024-12-23 21:56:56.855518,2024-12-23 21:57:07.072041,0 days 00:00:10.216523,0.18304169908397064,32,0.1,68,100,2.873384596295119e-06,1176,8.137672411025013e-05,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.6938843825198552],[0.5527131082344299],[0.294108909014285],0.06258043462303094,COMPLETE
469,0.6933165939023107,0.7133911686087854,0.3392601422817103,2024-12-23 21:57:00.823689,2024-12-23 21:57:10.826638,0 days 00:00:10.002949,0.18211823316551742,32,0.1,68,100,2.8846591318568168e-06,1176,7.789409440517017e-05,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.6933165939023107],[0.7133911686087854],[0.3392601422817103],0.25264342484023894,COMPLETE
470,0.56476377222195,0.690291607267288,0.13472053653123794,2024-12-23 21:57:01.156967,2024-12-23 21:57:08.536611,0 days 00:00:07.379644,0.18618618290009117,32,0.1,68,100,3.0470357049385554e-06,488,8.321247220450075e-05,3,3,adam,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",68,"[272, 136, 68]","[68, 136, 272]",[0.56476377222195],[0.690291607267288],[0.13472053653123794],-0.06794980847733327,COMPLETE
471,0.5142723730548089,0.6312551740613651,0.4576559064428387,2024-12-23 21:57:01.217934,2024-12-23 21:57:16.248542,0 days 00:00:15.030608,0.17928019521804195,32,0.2,68,100,2.6695530028674814e-06,1688,8.658810316146443e-05,3,5,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544, 1088], 'neurons_per_layer_decoder': [1088, 544, 272]}",68,"[1088, 544, 272]","[68, 136, 272, 544, 1088]",[0.5142723730548089],[0.6312551740613651],[0.4576559064428387],0.44207371339092905,COMPLETE
472,0.6381501770351954,0.5457366034686282,0.23231233437682453,2024-12-23 21:57:02.751038,2024-12-23 21:57:10.620478,0 days 00:00:07.869440,0.1793516937543226,32,0.2,68,100,2.3340749045795715e-06,584,7.961808567489195e-05,3,3,adam,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",68,"[272, 136, 68]","[68, 136, 272]",[0.6381501770351954],[0.5457366034686282],[0.23231233437682453],0.3516323588898844,COMPLETE
473,0.5542731506720231,0.5757685914448566,0.26005360209681816,2024-12-23 21:57:03.238764,2024-12-23 21:57:10.913924,0 days 00:00:07.675160,0.186312795782603,32,0.2,68,100,2.5346387534006166e-06,440,7.875939944538815e-05,3,3,adam,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",68,"[272, 136, 68]","[68, 136, 272]",[0.5542731506720231],[0.5757685914448566],[0.26005360209681816],0.3278114024186495,COMPLETE
474,0.4168085701214512,0.4378991823141871,0.345978499935519,2024-12-23 21:57:07.081290,2024-12-23 21:57:20.200322,0 days 00:00:13.119032,0.19230787360230664,40,0.2,68,100,2.3889289604655858e-06,1112,8.619447157730568e-05,3,5,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544, 1088], 'neurons_per_layer_decoder': [1088, 544, 272]}",68,"[1088, 544, 272]","[68, 136, 272, 544, 1088]",[0.4168085701214512],[0.4378991823141871],[0.345978499935519],0.3075786427542043,COMPLETE
475,0.487015654218234,0.4187281188539841,0.3459009517216146,2024-12-23 21:57:08.545031,2024-12-23 21:57:20.465179,0 days 00:00:11.920148,0.1719204115921596,40,0.2,52,100,2.298342050577892e-06,856,9.237150191363056e-05,3,5,adam,"{'neurons_per_layer_encoder': [52, 104, 208, 416, 832], 'neurons_per_layer_decoder': [832, 416, 208]}",52,"[832, 416, 208]","[52, 104, 208, 416, 832]",[0.487015654218234],[0.4187281188539841],[0.3459009517216146],0.344897299884649,COMPLETE
476,0.4845137834780091,0.37194503507530574,0.41279461489518543,2024-12-23 21:57:10.628367,2024-12-23 21:57:23.635915,0 days 00:00:13.007548,0.1983798546048695,40,0.2,76,100,2.735372223783409e-06,1240,9.076172516188516e-05,3,5,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608, 1216], 'neurons_per_layer_decoder': [1216, 608, 304]}",76,"[1216, 608, 304]","[76, 152, 304, 608, 1216]",[0.4845137834780091],[0.37194503507530574],[0.41279461489518543],0.3514204875476566,COMPLETE
477,0.705051659012317,0.6447178708555684,0.4407767122682761,2024-12-23 21:57:10.837419,2024-12-23 21:57:22.640425,0 days 00:00:11.803006,0.19903252722064568,32,0.1,76,100,2.30953742135124e-06,1032,8.930491579879837e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.705051659012317],[0.6447178708555684],[0.4407767122682761],0.18808660988146597,COMPLETE
478,0.49312956183796863,0.4187435038124224,0.22190181712484913,2024-12-23 21:57:10.922840,2024-12-23 21:57:22.649645,0 days 00:00:11.726805,0.1998782303391871,40,0.1,76,100,2.0333700930358915e-06,1032,9.073664758533593e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.49312956183796863],[0.4187435038124224],[0.22190181712484913],-0.2743172728171522,COMPLETE
479,0.36740246033031165,0.2480410874466683,0.34761436222086173,2024-12-23 21:57:16.259340,2024-12-23 21:57:26.094705,0 days 00:00:09.835365,0.19517716750253997,40,0.1,76,100,2.2176422588944396e-06,1016,9.694842393821187e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.36740246033031165],[0.2480410874466683],[0.34761436222086173],-0.2988233274133682,COMPLETE
480,0.6329442230769886,0.5814779045583615,0.37705469998384333,2024-12-23 21:57:20.208355,2024-12-23 21:57:28.971605,0 days 00:00:08.763250,0.17382537534306144,40,0.1,76,100,2.163372796142973e-06,1032,0.00010030883887612785,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6329442230769886],[0.5814779045583615],[0.37705469998384333],0.01657421310380635,COMPLETE
481,0.6114659637975738,0.549492910783659,0.3153943635235569,2024-12-23 21:57:20.472682,2024-12-23 21:57:30.654070,0 days 00:00:10.181388,0.19969575359823458,32,0.1,76,100,2.9428081174553638e-06,1080,9.979961534787287e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6114659637975738],[0.549492910783659],[0.3153943635235569],-0.0038305614332091523,COMPLETE
482,0.6615240539878241,0.7152885298221093,0.18177142017828818,2024-12-23 21:57:22.658124,2024-12-23 21:57:32.754853,0 days 00:00:10.096729,0.1934525739841725,32,0.1,76,100,3.1929983919521954e-06,1064,0.00010248976513755073,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[0.6615240539878241],[0.7152885298221093],[0.18177142017828818],0.04101672871008986,COMPLETE
