number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_relative_deterioration,state
45,0.20572455056410643,0.6038252218072753,0.27591957052560157,2024-12-23 18:31:02.409864,2024-12-23 18:31:32.453580,0 days 00:00:30.043716,0.10236717085451522,56,0.2,116,100,2.5823122084015813e-05,2120,0.0013429241210220048,1,5,adam,"{'neurons_per_layer_encoder': [116, 232, 464, 928, 1856], 'neurons_per_layer_decoder': [1856]}",116,[1856],"[116, 232, 464, 928, 1856]",[0.20572455056410643],[0.6038252218072753],[0.27591957052560157],0.7592351017823149,COMPLETE
46,-0.5227727790596592,-1.78307324610362,-0.8150890528040646,2024-12-23 18:31:02.505738,2024-12-23 18:31:10.058284,0 days 00:00:07.552546,0.10036195260303195,56,0.2,112,100,1.0584429822775625e-06,2056,0.0010172163652815156,3,5,sgd,"{'neurons_per_layer_encoder': [112, 224, 448, 896, 1792], 'neurons_per_layer_decoder': [1792, 896, 448]}",112,"[1792, 896, 448]","[112, 224, 448, 896, 1792]",[-0.5227727790596592],[-1.78307324610362],[-0.8150890528040646],-0.04463137836153903,COMPLETE
47,0.22672548235365386,0.563232409907551,0.2310770318189589,2024-12-23 18:31:10.068278,2024-12-23 18:31:33.016497,0 days 00:00:22.948219,0.014083215893368558,96,0.2,28,100,1.3956613241720313e-06,184,0.002821075440515899,1,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112]}",28,[112],"[28, 56, 112]",[0.22672548235365386],[0.563232409907551],[0.2310770318189589],-0.6355552538556598,COMPLETE
48,-0.05849299935017371,-0.5430382036706216,-0.0773581316892844,2024-12-23 18:31:30.538009,2024-12-23 18:31:44.322658,0 days 00:00:13.784649,0.010255608886879205,104,0.2,188,100,2.236283931877347e-05,920,2.4775800674239592e-05,1,3,sgd,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752]}",188,[752],"[188, 376, 752]",[-0.05849299935017371],[-0.5430382036706216],[-0.0773581316892844],0.4532003140912587,COMPLETE
49,-0.4594530323729613,-0.45825337902680485,-0.3223702053874353,2024-12-23 18:31:32.464198,2024-12-23 18:31:38.861936,0 days 00:00:06.397738,0.010627678350944319,80,0.4,184,100,1.5650045347155565e-06,920,0.003705839243454426,1,3,sgd,"{'neurons_per_layer_encoder': [184, 368, 736], 'neurons_per_layer_decoder': [736]}",184,[736],"[184, 368, 736]",[-0.4594530323729613],[-0.45825337902680485],[-0.3223702053874353],0.20620506729512741,COMPLETE
50,-0.10767633830313605,-0.08473122527944943,-0.00909922542250352,2024-12-23 18:31:33.025839,2024-12-23 18:31:47.749567,0 days 00:00:14.723728,0.010356996821351305,32,0.30000000000000004,184,100,0.00028310784410911003,792,2.258999342732469e-05,3,2,sgd,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184, 92]}",184,"[368, 184, 92]","[184, 368]",[-0.10767633830313605],[-0.08473122527944943],[-0.00909922542250352],0.8788725099070426,COMPLETE
51,-0.5079543324200666,-0.15527819439399582,-0.43795842669123264,2024-12-23 18:31:38.869470,2024-12-23 18:31:50.256358,0 days 00:00:11.386888,0.02348333359513689,32,0.30000000000000004,240,100,0.0003673888947491045,840,4.5638288691591655e-05,2,2,sgd,"{'neurons_per_layer_encoder': [240, 480], 'neurons_per_layer_decoder': [480, 240]}",240,"[480, 240]","[240, 480]",[-0.5079543324200666],[-0.15527819439399582],[-0.43795842669123264],0.8809205663500723,COMPLETE
52,0.5723693093585233,0.5019450982369611,0.4082118859732552,2024-12-23 18:31:44.334006,2024-12-23 18:31:58.529541,0 days 00:00:14.195535,0.019042741800424094,32,0.30000000000000004,244,100,0.00028599683228600043,800,0.00017206324259375473,3,2,adam,"{'neurons_per_layer_encoder': [244, 488], 'neurons_per_layer_decoder': [488, 244, 122]}",244,"[488, 244, 122]","[244, 488]",[0.5723693093585233],[0.5019450982369611],[0.4082118859732552],0.940453055420304,COMPLETE
53,0.560890908850342,0.5799521602625024,0.3802750347090731,2024-12-23 18:31:47.759491,2024-12-23 18:31:59.527279,0 days 00:00:11.767788,0.021253546920869046,32,0.1,244,100,6.387139678955549e-06,848,4.205170289612745e-05,2,2,adam,"{'neurons_per_layer_encoder': [244, 488], 'neurons_per_layer_decoder': [488, 244]}",244,"[488, 244]","[244, 488]",[0.560890908850342],[0.5799521602625024],[0.3802750347090731],0.15292272317847064,COMPLETE
54,0.32843968918989397,0.22278368419210026,0.26520005370881916,2024-12-23 18:31:50.264280,2024-12-23 18:31:58.545055,0 days 00:00:08.280775,0.19819038752744336,64,0.1,172,100,8.10502303277394e-06,576,0.00016715825933528728,2,2,adam,"{'neurons_per_layer_encoder': [172, 344], 'neurons_per_layer_decoder': [344, 172]}",172,"[344, 172]","[172, 344]",[0.32843968918989397],[0.22278368419210026],[0.26520005370881916],-0.6531044639118674,COMPLETE
55,-0.49676255654688783,-1.5269494300163688,-0.14748952480863786,2024-12-23 18:31:50.738542,2024-12-23 18:31:58.844682,0 days 00:00:08.106140,0.035529381793332704,88,0.1,144,100,4.932379040811906e-05,1320,0.00016711759279592521,5,4,adadelta,"{'neurons_per_layer_encoder': [144, 288, 576, 1152], 'neurons_per_layer_decoder': [1152, 576, 288, 144, 72]}",144,"[1152, 576, 288, 144, 72]","[144, 288, 576, 1152]",[-0.49676255654688783],[-1.5269494300163688],[-0.14748952480863786],0.7058657019044594,COMPLETE
56,0.2588365192465989,0.13974721625971342,0.24470477628689358,2024-12-23 18:31:55.257263,2024-12-23 18:32:06.871753,0 days 00:00:11.614490,0.17913934444676194,88,0.1,148,100,4.54447990928145e-05,1320,0.00017700483862429214,1,4,adam,"{'neurons_per_layer_encoder': [148, 296, 592, 1184], 'neurons_per_layer_decoder': [1184]}",148,[1184],"[148, 296, 592, 1184]",[0.2588365192465989],[0.13974721625971342],[0.24470477628689358],0.7209585698294153,COMPLETE
57,0.3139437467846429,0.4123940376804014,0.18728067157565276,2024-12-23 18:31:55.513755,2024-12-23 18:32:40.118922,0 days 00:00:44.605167,0.05367465347647686,32,0.1,144,100,6.263163115904768e-05,2408,0.0008514447929699788,5,5,adam,"{'neurons_per_layer_encoder': [144, 288, 576, 1152, 2304], 'neurons_per_layer_decoder': [2304, 1152, 576, 288, 144]}",144,"[2304, 1152, 576, 288, 144]","[144, 288, 576, 1152, 2304]",[0.3139437467846429],[0.4123940376804014],[0.18728067157565276],0.8376751409492432,COMPLETE
58,0.5518568579043163,0.01574463101975765,0.3125157775666729,2024-12-23 18:31:58.538478,2024-12-23 18:32:36.191476,0 days 00:00:37.652998,0.05503203470182347,40,0.1,140,100,1.3602740818043478e-06,2328,0.0060554873945051,5,5,adam,"{'neurons_per_layer_encoder': [140, 280, 560, 1120, 2240], 'neurons_per_layer_decoder': [2240, 1120, 560, 280, 140]}",140,"[2240, 1120, 560, 280, 140]","[140, 280, 560, 1120, 2240]",[0.5518568579043163],[0.01574463101975765],[0.3125157775666729],0.048481998356788486,COMPLETE
59,0.49135382026338625,0.28700648047792243,0.3067060392085351,2024-12-23 18:31:58.552962,2024-12-23 18:32:41.212924,0 days 00:00:42.659962,0.055079717225423694,32,0.1,128,100,5.710120057640935e-05,2184,0.0007552342369883874,5,5,adam,"{'neurons_per_layer_encoder': [128, 256, 512, 1024, 2048], 'neurons_per_layer_decoder': [2048, 1024, 512, 256, 128]}",128,"[2048, 1024, 512, 256, 128]","[128, 256, 512, 1024, 2048]",[0.49135382026338625],[0.28700648047792243],[0.3067060392085351],0.8650085693537799,COMPLETE
60,0.5711587625380765,0.5075991485940725,0.36843809912864867,2024-12-23 18:31:58.853253,2024-12-23 18:32:38.195328,0 days 00:00:39.342075,0.05479793912457101,40,0.2,128,100,1.3736192674496212e-06,2216,0.0008316397681321573,5,5,adam,"{'neurons_per_layer_encoder': [128, 256, 512, 1024, 2048], 'neurons_per_layer_decoder': [2048, 1024, 512, 256, 128]}",128,"[2048, 1024, 512, 256, 128]","[128, 256, 512, 1024, 2048]",[0.5711587625380765],[0.5075991485940725],[0.36843809912864867],0.021625866983865285,COMPLETE
61,-1.1719908587288135,-2.0856066675461844,-3.2137057827601385,2024-12-23 18:31:59.538084,2024-12-23 18:32:11.777129,0 days 00:00:12.239045,0.05547866325678235,120,0.2,128,100,9.335970094398424e-05,2200,0.006192465929335198,4,5,adam,"{'neurons_per_layer_encoder': [128, 256, 512, 1024, 2048], 'neurons_per_layer_decoder': [2048, 1024, 512, 256]}",128,"[2048, 1024, 512, 256]","[128, 256, 512, 1024, 2048]",[-1.1719908587288135],[-2.0856066675461844],[-3.2137057827601385],0.7873362416043098,COMPLETE
62,0.12418050031479932,0.2391985710812785,0.0830269392388312,2024-12-23 18:32:06.880220,2024-12-23 18:32:38.596719,0 days 00:00:31.716499,0.05559774578513685,120,0.2,124,100,1.0372818308915214e-06,2152,0.0007251797664759329,4,5,adam,"{'neurons_per_layer_encoder': [124, 248, 496, 992, 1984], 'neurons_per_layer_decoder': [1984, 992, 496, 248]}",124,"[1984, 992, 496, 248]","[124, 248, 496, 992, 1984]",[0.12418050031479932],[0.2391985710812785],[0.0830269392388312],-0.8958626926447885,COMPLETE
63,0.346054607204637,0.19951604404204681,0.2623318835566918,2024-12-23 18:32:11.787677,2024-12-23 18:32:46.220424,0 days 00:00:34.432747,0.055541280838065546,40,0.2,92,100,1.3332140055138636e-06,1752,0.00010291335573498544,5,5,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736, 1472], 'neurons_per_layer_decoder': [1472, 736, 368, 184, 92]}",92,"[1472, 736, 368, 184, 92]","[92, 184, 368, 736, 1472]",[0.346054607204637],[0.19951604404204681],[0.2623318835566918],0.1540466981000456,COMPLETE
64,0.003973026458492512,-1.0203074829309244,-0.19647429731931987,2024-12-23 18:32:36.203083,2024-12-23 18:32:52.649935,0 days 00:00:16.446852,0.11972938758667559,56,0.2,100,100,2.707531134166039e-06,1832,0.0009161866306406849,5,5,adadelta,"{'neurons_per_layer_encoder': [100, 200, 400, 800, 1600], 'neurons_per_layer_decoder': [1600, 800, 400, 200, 100]}",100,"[1600, 800, 400, 200, 100]","[100, 200, 400, 800, 1600]",[0.003973026458492512],[-1.0203074829309244],[-0.19647429731931987],0.33108323088378094,COMPLETE
65,-0.21254428065782993,-0.1916899197353541,-0.1659196732062651,2024-12-23 18:32:38.205906,2024-12-23 18:32:50.258908,0 days 00:00:12.053002,0.06905846137695247,32,0.2,96,100,0.0008188121887296462,1240,0.00010747641933644682,4,4,adadelta,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384, 192, 96]}",96,"[768, 384, 192, 96]","[96, 192, 384, 768]",[-0.21254428065782993],[-0.1916899197353541],[-0.1659196732062651],0.9763707404670527,COMPLETE
66,-0.46815143526434966,-0.12250194436269224,-0.33438047001833415,2024-12-23 18:32:39.636705,2024-12-23 18:32:47.181422,0 days 00:00:07.544717,0.08851121081120565,32,0.1,92,100,6.050025015839246e-06,288,0.0003513974545279275,5,2,adadelta,"{'neurons_per_layer_encoder': [92, 184], 'neurons_per_layer_decoder': [184, 92, 46, 23, 11]}",92,"[184, 92, 46, 23, 11]","[92, 184]",[-0.46815143526434966],[-0.12250194436269224],[-0.33438047001833415],0.058331614177618264,COMPLETE
67,-0.7207024186515831,-0.7435965864698897,-0.032581803812576915,2024-12-23 18:32:40.131553,2024-12-23 18:32:43.101967,0 days 00:00:02.970414,0.06367357650098363,32,0.1,96,100,0.0008305983452590751,280,0.0003531213430785711,1,2,adadelta,"{'neurons_per_layer_encoder': [96, 192], 'neurons_per_layer_decoder': [192]}",96,[192],"[96, 192]",[-0.7207024186515831],[-0.7435965864698897],[-0.032581803812576915],0.8291653921982517,COMPLETE
68,-0.1637925952886563,-0.19319942737633444,-0.49104906544392235,2024-12-23 18:32:41.221147,2024-12-23 18:32:50.088797,0 days 00:00:08.867650,0.06838156297938175,56,0.4,248,100,0.0009971261930573465,648,0.002364308195178753,1,2,adadelta,"{'neurons_per_layer_encoder': [248, 496], 'neurons_per_layer_decoder': [496]}",248,[496],"[248, 496]",[-0.1637925952886563],[-0.19319942737633444],[-0.49104906544392235],0.9392682977343136,COMPLETE
69,-0.2185825926087488,-0.8325203313924769,-0.41191312364001775,2024-12-23 18:32:43.109146,2024-12-23 18:32:48.855888,0 days 00:00:05.746742,0.08601574937897213,40,0.4,248,100,6.3508094000648e-06,664,0.00010216640494757852,1,2,adadelta,"{'neurons_per_layer_encoder': [248, 496], 'neurons_per_layer_decoder': [496]}",248,[496],"[248, 496]",[-0.2185825926087488],[-0.8325203313924769],[-0.41191312364001775],0.4938122087888533,COMPLETE
70,0.06359977384457405,0.2163424954416192,0.15519951898523232,2024-12-23 18:32:46.229107,2024-12-23 18:32:53.678315,0 days 00:00:07.449208,0.07164798312153994,80,0.30000000000000004,248,100,2.9395330376763053e-06,664,0.009928356911065596,1,2,adadelta,"{'neurons_per_layer_encoder': [248, 496], 'neurons_per_layer_decoder': [496]}",248,[496],"[248, 496]",[0.06359977384457405],[0.2163424954416192],[0.15519951898523232],0.32062143852325137,COMPLETE
71,-0.1664830085614084,-0.25096827527976306,-0.04366570996915353,2024-12-23 18:32:47.190704,2024-12-23 18:32:53.054555,0 days 00:00:05.863851,0.06754571240827155,112,0.30000000000000004,196,100,2.7920744356941617e-06,656,0.001968401655105921,1,2,sgd,"{'neurons_per_layer_encoder': [196, 392], 'neurons_per_layer_decoder': [392]}",196,[392],"[196, 392]",[-0.1664830085614084],[-0.25096827527976306],[-0.04366570996915353],0.2153046228750854,COMPLETE
72,-0.07344331594844022,-0.6233624262199498,-0.02999983526068961,2024-12-23 18:32:48.863363,2024-12-23 18:32:54.442653,0 days 00:00:05.579290,0.06689114202418348,72,0.30000000000000004,156,100,2.883230360262286e-06,528,0.001714486807434598,4,2,sgd,"{'neurons_per_layer_encoder': [156, 312], 'neurons_per_layer_decoder': [312, 156, 78, 39]}",156,"[312, 156, 78, 39]","[156, 312]",[-0.07344331594844022],[-0.6233624262199498],[-0.02999983526068961],0.4207819415048052,COMPLETE
73,-0.3802120842649963,-0.7977740305571988,-0.2258005860545529,2024-12-23 18:32:50.097569,2024-12-23 18:32:54.199226,0 days 00:00:04.101657,0.11731365563917075,112,0.30000000000000004,204,100,2.919900748664811e-06,1784,3.729727032213256e-05,1,4,sgd,"{'neurons_per_layer_encoder': [204, 408, 816, 1632], 'neurons_per_layer_decoder': [1632]}",204,[1632],"[204, 408, 816, 1632]",[-0.3802120842649963],[-0.7977740305571988],[-0.2258005860545529],0.3274843643496415,COMPLETE
74,-0.26636970593820974,0.035906653857321835,-0.17184177311110682,2024-12-23 18:32:50.270003,2024-12-23 18:32:54.700646,0 days 00:00:04.430643,0.02735703428535494,112,0.30000000000000004,200,100,2.760815340347654e-06,760,3.867487148897744e-05,1,2,sgd,"{'neurons_per_layer_encoder': [200, 400], 'neurons_per_layer_decoder': [400]}",200,[400],"[200, 400]",[-0.26636970593820974],[0.035906653857321835],[-0.17184177311110682],0.3625255036602759,COMPLETE
75,-0.012264241025357059,-0.03906839387554806,-0.13010099818429155,2024-12-23 18:32:52.660875,2024-12-23 18:32:57.289017,0 days 00:00:04.628142,0.028130655193667687,112,0.30000000000000004,196,100,1.8807037018166734e-06,768,1.0928155706753649e-05,1,2,adam,"{'neurons_per_layer_encoder': [196, 392], 'neurons_per_layer_decoder': [392]}",196,[392],"[196, 392]",[-0.012264241025357059],[-0.03906839387554806],[-0.13010099818429155],0.283592437715128,COMPLETE
76,0.30402011805210094,0.4066230884581008,0.2749035389420522,2024-12-23 18:32:53.061937,2024-12-23 18:32:59.036082,0 days 00:00:05.974145,0.08091446596444865,32,0.30000000000000004,172,100,1.8320058730526084e-06,544,3.508720708689514e-05,3,2,adam,"{'neurons_per_layer_encoder': [172, 344], 'neurons_per_layer_decoder': [344, 172, 86]}",172,"[344, 172, 86]","[172, 344]",[0.30402011805210094],[0.4066230884581008],[0.2749035389420522],0.4986128147170494,COMPLETE
77,0.11593574626243475,0.23697584968606344,0.11109508523368972,2024-12-23 18:32:53.686048,2024-12-23 18:32:59.049634,0 days 00:00:05.363586,0.01886893533338004,72,0.30000000000000004,236,100,0.00016455339403682396,800,3.4005621466143775e-05,3,2,adam,"{'neurons_per_layer_encoder': [236, 472], 'neurons_per_layer_decoder': [472, 236, 118]}",236,"[472, 236, 118]","[236, 472]",[0.11593574626243475],[0.23697584968606344],[0.11109508523368972],0.8557702510322415,COMPLETE
78,0.26661999293046645,0.34623428159083636,0.2761110523058339,2024-12-23 18:32:54.205674,2024-12-23 18:33:00.310782,0 days 00:00:06.105108,0.01765586181803462,72,0.30000000000000004,236,100,1.7760981880590552e-06,800,0.0005493093345664828,3,2,adam,"{'neurons_per_layer_encoder': [236, 472], 'neurons_per_layer_decoder': [472, 236, 118]}",236,"[472, 236, 118]","[236, 472]",[0.26661999293046645],[0.34623428159083636],[0.2761110523058339],-0.3945697421238851,COMPLETE
79,-0.18876209131576838,-0.1826559434887418,0.25901002015264385,2024-12-23 18:32:54.450543,2024-12-23 18:33:00.465569,0 days 00:00:06.015026,0.018701862738049933,32,0.30000000000000004,172,100,0.00015973580438331288,480,1.2231738560021175e-05,3,2,adam,"{'neurons_per_layer_encoder': [172, 344], 'neurons_per_layer_decoder': [344, 172, 86]}",172,"[344, 172, 86]","[172, 344]",[-0.18876209131576838],[-0.1826559434887418],[0.25901002015264385],0.8076954276224121,COMPLETE
80,0.5410123345067197,0.6878350772542914,0.35723749351184575,2024-12-23 18:32:54.708600,2024-12-23 18:32:58.502916,0 days 00:00:03.794316,0.01670036166688685,32,0.30000000000000004,172,100,1.862344774780835e-06,244,0.001196758161260098,1,1,adam,"{'neurons_per_layer_encoder': [172], 'neurons_per_layer_decoder': [172]}",172,[172],[172],[0.5410123345067197],[0.6878350772542914],[0.35723749351184575],-0.4728736889433778,COMPLETE
81,0.5612045534783293,0.5746123104672447,0.31742376847889364,2024-12-23 18:32:57.298157,2024-12-23 18:33:01.654020,0 days 00:00:04.355863,0.019994693494375257,32,0.30000000000000004,168,100,1.7061018031710034e-06,240,0.0005262683775406912,3,1,adam,"{'neurons_per_layer_encoder': [168], 'neurons_per_layer_decoder': [168, 84, 42]}",168,"[168, 84, 42]",[168],[0.5612045534783293],[0.5746123104672447],[0.31742376847889364],-0.1166053172004139,COMPLETE
82,0.4920902825492478,0.6143514318028549,0.2445022273093811,2024-12-23 18:32:58.510361,2024-12-23 18:33:01.744577,0 days 00:00:03.234216,0.01786717142414068,48,0.30000000000000004,172,100,1.7892432755808631e-06,244,0.0011987550681929716,1,1,adam,"{'neurons_per_layer_encoder': [172], 'neurons_per_layer_decoder': [172]}",172,[172],[172],[0.4920902825492478],[0.6143514318028549],[0.2445022273093811],-0.52057829000277,COMPLETE
83,0.45336120087551945,0.547371683501245,0.3595481128371285,2024-12-23 18:32:59.045433,2024-12-23 18:33:02.421368,0 days 00:00:03.375935,0.017159722314465196,48,0.30000000000000004,68,100,1.1817311680294116e-06,106,0.0011748605888080407,2,1,adam,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34]}",68,"[68, 34]",[68],[0.45336120087551945],[0.547371683501245],[0.3595481128371285],-0.18026444693429944,COMPLETE
84,0.33875733374014005,0.5699938205963242,0.1920975345964444,2024-12-23 18:32:59.057616,2024-12-23 18:33:02.428039,0 days 00:00:03.370423,0.01397700837407745,48,0.4,36,100,1.171084124694542e-06,55,0.0013181652082535195,2,1,adam,"{'neurons_per_layer_encoder': [36], 'neurons_per_layer_decoder': [36, 18]}",36,"[36, 18]",[36],[0.33875733374014005],[0.5699938205963242],[0.1920975345964444],-0.05490194234837511,COMPLETE
85,-0.18265974211056757,-0.6776042831918367,-0.8282371259514327,2024-12-23 18:33:00.318612,2024-12-23 18:33:02.224105,0 days 00:00:01.905493,0.012388405202960272,48,0.4,68,100,1.7279482605699935e-05,106,1.7608898000531836e-05,2,1,adam,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34]}",68,"[68, 34]",[68],[-0.18265974211056757],[-0.6776042831918367],[-0.8282371259514327],0.22352990956442598,COMPLETE
86,0.3896535622317707,0.5568630491322795,0.30968418396643305,2024-12-23 18:33:00.473589,2024-12-23 18:33:03.553707,0 days 00:00:03.080118,0.011786385494919938,40,0.4,40,100,2.1491066546348695e-06,60,0.0013962602823199704,1,1,adam,"{'neurons_per_layer_encoder': [40], 'neurons_per_layer_decoder': [40]}",40,[40],[40],[0.3896535622317707],[0.5568630491322795],[0.30968418396643305],-0.2515880244647475,COMPLETE
87,0.2360551647191591,0.3921256466834787,0.3290776678750965,2024-12-23 18:33:01.661734,2024-12-23 18:33:06.332442,0 days 00:00:04.670708,0.013357220642778162,48,0.4,256,100,1.16667624266881e-06,472,5.661253574111546e-05,1,1,adam,"{'neurons_per_layer_encoder': [256], 'neurons_per_layer_decoder': [256]}",256,[256],[256],[0.2360551647191591],[0.3921256466834787],[0.3290776678750965],0.28598995992979387,COMPLETE
88,-1.006429842565994,-0.9997739007648903,-0.1099851931132978,2024-12-23 18:33:01.759632,2024-12-23 18:33:03.368014,0 days 00:00:01.608382,0.013357164857062261,96,0.4,32,100,1.1858467255917198e-06,51,6.0295419158021136e-05,1,1,adam,"{'neurons_per_layer_encoder': [32], 'neurons_per_layer_decoder': [32]}",32,[32],[32],[-1.006429842565994],[-0.9997739007648903],[-0.1099851931132978],0.17355139562391617,COMPLETE
89,0.4336708598200387,0.4178838914490528,0.2086296715124638,2024-12-23 18:33:02.231190,2024-12-23 18:33:07.149112,0 days 00:00:04.917922,0.06122960179990787,40,0.1,212,100,1.1947983143180166e-06,412,0.0013005928407381232,1,1,adam,"{'neurons_per_layer_encoder': [212], 'neurons_per_layer_decoder': [212]}",212,[212],[212],[0.4336708598200387],[0.4178838914490528],[0.2086296715124638],-2.0431632143122855,COMPLETE
90,-0.11589645194636078,0.10265294409265613,0.07343230432205483,2024-12-23 18:33:02.431405,2024-12-23 18:33:07.550318,0 days 00:00:05.118913,0.060466965905643114,128,0.1,256,100,1.012778620334545e-06,840,5.1681197281306866e-05,1,2,adam,"{'neurons_per_layer_encoder': [256, 512], 'neurons_per_layer_decoder': [512]}",256,[512],"[256, 512]",[-0.11589645194636078],[0.10265294409265613],[0.07343230432205483],-0.16796430217491556,COMPLETE
91,0.14490254219269683,-0.3119541194311797,0.15088400268778135,2024-12-23 18:33:02.435482,2024-12-23 18:33:11.613195,0 days 00:00:09.177713,0.01540012011254305,96,0.1,256,100,1.516262881668927e-06,2536,5.259195803451682e-05,1,3,adam,"{'neurons_per_layer_encoder': [256, 512, 1024], 'neurons_per_layer_decoder': [1024]}",256,[1024],"[256, 512, 1024]",[0.14490254219269683],[-0.3119541194311797],[0.15088400268778135],-1.209012438559658,COMPLETE
92,0.38843409643340565,0.1902833444341817,0.3519955541757305,2024-12-23 18:33:03.375707,2024-12-23 18:33:11.879559,0 days 00:00:08.503852,0.05131591823723901,40,0.1,212,100,2.194405902103121e-06,1128,0.00014582798113757736,1,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848]}",212,[848],"[212, 424, 848]",[0.38843409643340565],[0.1902833444341817],[0.3519955541757305],-0.8526537724174708,COMPLETE
93,0.03661701045226273,-0.29098478734540945,0.02374173483129094,2024-12-23 18:33:03.562284,2024-12-23 18:33:11.028696,0 days 00:00:07.466412,0.05045736764717435,128,0.1,212,100,1.0164925022848028e-06,1192,0.0001408409780504549,1,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848]}",212,[848],"[212, 424, 848]",[0.03661701045226273],[-0.29098478734540945],[0.02374173483129094],-2.1808106129571536,COMPLETE
94,0.33213614974115546,0.4724307191455548,0.26821654491639935,2024-12-23 18:33:06.341357,2024-12-23 18:33:15.080745,0 days 00:00:08.739388,0.04260898456243103,40,0.1,208,100,1.479625911705875e-06,1208,0.0001334236422218993,1,3,adam,"{'neurons_per_layer_encoder': [208, 416, 832], 'neurons_per_layer_decoder': [832]}",208,[832],"[208, 416, 832]",[0.33213614974115546],[0.4724307191455548],[0.26821654491639935],-0.7761619444694234,COMPLETE
95,0.5195907591892689,0.5238128887606095,0.33142533032685006,2024-12-23 18:33:07.158533,2024-12-23 18:33:16.593844,0 days 00:00:09.435311,0.04126269196427943,32,0.1,180,100,1.4571033423246072e-06,1176,0.0004222418054250027,1,3,adam,"{'neurons_per_layer_encoder': [180, 360, 720], 'neurons_per_layer_decoder': [720]}",180,[720],"[180, 360, 720]",[0.5195907591892689],[0.5238128887606095],[0.33142533032685006],-0.7250467987303045,COMPLETE
96,0.5751568200617044,0.5996696350102437,0.35192684916393135,2024-12-23 18:33:07.560585,2024-12-23 18:33:14.825799,0 days 00:00:07.265214,0.051153610868927016,32,0.2,160,100,1.4290006029201076e-06,504,0.00014427722876778716,1,2,adam,"{'neurons_per_layer_encoder': [160, 320], 'neurons_per_layer_decoder': [320]}",160,[320],"[160, 320]",[0.5751568200617044],[0.5996696350102437],[0.35192684916393135],0.021294870023058327,COMPLETE
97,0.5795238136852456,0.586383479007383,0.2560505934889401,2024-12-23 18:33:11.036760,2024-12-23 18:33:19.661908,0 days 00:00:08.625148,0.07996165885539558,32,0.2,160,100,1.3792924486076426e-06,1128,7.36531964650679e-05,1,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640]}",160,[640],"[160, 320, 640]",[0.5795238136852456],[0.586383479007383],[0.2560505934889401],0.01171738048942719,COMPLETE
