number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
48,0.07522767525408691,2025-01-10 13:41:11.991093,2025-01-10 13:41:15.668200,0 days 00:00:03.677107,0.10354885538720002,104.0,0.2,28,100.0,7.865093141583799e-05,136,0.0023163692819791687,3,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56, 28]}",28,"[112, 56, 28]","[28, 56, 112]",[0.07522767525408691],-0.11267013517840732,COMPLETE
49,0.035313735918200195,2025-01-10 13:41:13.898675,2025-01-10 13:41:17.363628,0 days 00:00:03.464953,0.09318521658559908,104.0,0.2,32,100.0,8.012673133094048e-05,168,0.002341520789997224,3,3,adadelta,"{'neurons_per_layer_encoder': [32, 64, 128], 'neurons_per_layer_decoder': [128, 64, 32]}",32,"[128, 64, 32]","[32, 64, 128]",[0.035313735918200195],0.38536713352425245,COMPLETE
50,0.021436397350242165,2025-01-10 13:41:13.913669,2025-01-10 13:41:17.577237,0 days 00:00:03.663568,0.01983721474569542,88.0,0.30000000000000004,44,100.0,8.172030823105328e-05,248,0.0028950810944739463,3,3,adadelta,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88, 44]}",44,"[176, 88, 44]","[44, 88, 176]",[0.021436397350242165],0.37916824697647095,COMPLETE
51,-0.08936478010898874,2025-01-10 13:41:14.410051,2025-01-10 13:41:17.004029,0 days 00:00:02.593978,0.020670110195778652,88.0,0.30000000000000004,44,100.0,0.0005362129762436563,232,0.0026526223287953268,3,3,adadelta,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88, 44]}",44,"[176, 88, 44]","[44, 88, 176]",[-0.08936478010898874],0.8164714927367696,COMPLETE
52,-0.20989975432560226,2025-01-10 13:41:14.575441,2025-01-10 13:41:16.571173,0 days 00:00:01.995732,0.01956286931238714,88.0,0.30000000000000004,44,100.0,3.638722683509243e-05,232,0.0002701752338895466,2,3,adadelta,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88]}",44,"[176, 88]","[44, 88, 176]",[-0.20989975432560226],0.1505179376123818,COMPLETE
53,-0.13700373602001892,2025-01-10 13:41:15.676789,2025-01-10 13:41:17.691930,0 days 00:00:02.015141,0.019765354117245653,88.0,0.30000000000000004,44,100.0,0.0005511155333111481,160,0.0006388053141743471,2,2,adadelta,"{'neurons_per_layer_encoder': [44, 88], 'neurons_per_layer_decoder': [88, 44]}",44,"[88, 44]","[44, 88]",[-0.13700373602001892],0.708344895343653,COMPLETE
54,-0.20514615873131192,2025-01-10 13:41:16.578239,2025-01-10 13:41:18.690878,0 days 00:00:02.112639,0.02147844397439938,64.0,0.30000000000000004,216,100.0,0.00013032608437189624,520,0.000571875776398772,3,2,adadelta,"{'neurons_per_layer_encoder': [216, 432], 'neurons_per_layer_decoder': [432, 216, 108]}",216,"[432, 216, 108]","[216, 432]",[-0.20514615873131192],0.6397180982784392,COMPLETE
55,-0.01337801065875488,2025-01-10 13:41:17.012320,2025-01-10 13:41:20.578662,0 days 00:00:03.566342,0.03287025104037316,120.0,0.1,116,100.0,0.00013858642600260966,400,0.0004961427920313194,4,2,adam,"{'neurons_per_layer_encoder': [116, 232], 'neurons_per_layer_decoder': [232, 116, 58, 29]}",116,"[232, 116, 58, 29]","[116, 232]",[-0.01337801065875488],0.4577405426276847,COMPLETE
56,0.04804814623532738,2025-01-10 13:41:17.372124,2025-01-10 13:41:21.351831,0 days 00:00:03.979707,0.03218843476946887,120.0,0.1,124,100.0,0.00012924954797761417,400,0.0006175570354620088,4,2,adam,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124, 62, 31]}",124,"[248, 124, 62, 31]","[124, 248]",[0.04804814623532738],0.47102458545307674,COMPLETE
57,0.05923682493450855,2025-01-10 13:41:17.585194,2025-01-10 13:41:21.424958,0 days 00:00:03.839764,0.04214482133048748,120.0,0.1,124,100.0,0.00012847749673579326,400,0.0005359942934174412,4,2,adam,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124, 62, 31]}",124,"[248, 124, 62, 31]","[124, 248]",[0.05923682493450855],0.47395768505655284,COMPLETE
58,-0.01135717806862302,2025-01-10 13:41:17.699787,2025-01-10 13:41:21.314495,0 days 00:00:03.614708,0.031740010807327405,120.0,0.1,124,100.0,0.00013716882995676188,400,0.0005764511449362546,4,2,adam,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124, 62, 31]}",124,"[248, 124, 62, 31]","[124, 248]",[-0.01135717806862302],0.46727147622329834,COMPLETE
