number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
141,-0.05286748110787998,2025-05-06 20:06:28.338495,2025-05-06 20:06:32.476690,0 days 00:00:04.138195,0.011606940864078149,48,0.2,220,140,0.00033585341759059513,1411,0.0010878684035246337,3,3,sgd,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[-0.05286748110787998],0.9727569399695856,COMPLETE
142,-0.046229616643017835,2025-05-06 20:06:30.412050,2025-05-06 20:06:34.986155,0 days 00:00:04.574105,0.011372646202951338,32,0.2,220,140,0.0003184883817941733,1400,0.0009632046964444483,3,3,sgd,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[-0.046229616643017835],0.9713159981722717,COMPLETE
143,0.23635318686602158,2025-05-06 20:06:32.488569,2025-05-06 20:06:54.421405,0 days 00:00:21.932836,0.011554293805459283,32,0.2,228,160,4.162408736721948e-06,1492,0.0009592663768918454,3,3,adam,"{'neurons_per_layer_encoder': [228, 456, 912], 'neurons_per_layer_decoder': [912, 456, 228]}",228,,"[912, 456, 228]","[228, 456, 912]",[0.23635318686602158],-0.19394567084791015,COMPLETE
144,-0.07754330803957643,2025-05-06 20:06:34.999452,2025-05-06 20:07:01.969854,0 days 00:00:26.970402,0.010272928005102497,40,0.30000000000000004,232,160,0.0009918014291554146,1221,0.0004978828425496161,3,3,adam,"{'neurons_per_layer_encoder': [232, 464, 928], 'neurons_per_layer_decoder': [928, 464, 232]}",232,,"[928, 464, 232]","[232, 464, 928]",[-0.07754330803957643],0.8601035757061624,COMPLETE
145,-0.029288490778270226,2025-05-06 20:06:47.606120,2025-05-06 20:06:53.794064,0 days 00:00:06.187944,0.01018556444134302,40,0.2,232,160,0.00014572052539011513,1216,1.0095852530841096e-05,3,3,adam,"{'neurons_per_layer_encoder': [232, 464, 928], 'neurons_per_layer_decoder': [928, 464, 232]}",232,,"[928, 464, 232]","[232, 464, 928]",[-0.029288490778270226],0.9435034362536766,COMPLETE
146,0.3058232601997404,2025-05-06 20:06:49.346220,2025-05-06 20:07:12.547935,0 days 00:00:23.201715,0.010718161082878727,40,0.2,228,160,0.00023108253862671915,1562,0.0004675778352892691,3,3,adam,"{'neurons_per_layer_encoder': [228, 456, 912], 'neurons_per_layer_decoder': [912, 456, 228]}",228,,"[912, 456, 228]","[228, 456, 912]",[0.3058232601997404],0.918310777772125,COMPLETE
147,-0.10962123350165642,2025-05-06 20:06:49.676057,2025-05-06 20:07:02.349742,0 days 00:00:12.673685,0.010601507955435359,32,0.2,228,160,0.0002460214037417248,1219,0.005856218539922581,3,3,adam,"{'neurons_per_layer_encoder': [228, 456, 912], 'neurons_per_layer_decoder': [912, 456, 228]}",228,,"[912, 456, 228]","[228, 456, 912]",[-0.10962123350165642],0.3498215323297814,COMPLETE
148,0.47927411523583197,2025-05-06 20:06:53.806662,2025-05-06 20:07:05.348546,0 days 00:00:11.541884,0.010900744291177997,32,0.2,152,80,0.00012947636511412454,1054,0.00048580372380052205,3,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",152,,"[608, 304, 152]","[152, 304, 608]",[0.47927411523583197],0.9400478350424628,COMPLETE
149,0.09021072752288783,2025-05-06 20:06:54.434319,2025-05-06 20:07:01.980033,0 days 00:00:07.545714,0.012381639343224483,48,0.2,4,60,0.00024109881950602446,21,0.0004702046551050486,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.09021072752288783],0.4585161741981445,COMPLETE
150,0.030636539349634728,2025-05-06 20:07:01.990298,2025-05-06 20:07:06.202089,0 days 00:00:04.211791,0.011082298027511444,32,0.2,16,160,0.00012371450305209935,88,0.000625988453794281,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[0.030636539349634728],0.608359952448945,COMPLETE
151,0.03247136706524856,2025-05-06 20:07:01.996067,2025-05-06 20:07:11.283144,0 days 00:00:09.287077,0.010904143757221648,32,0.2,204,80,0.0005459770067589826,1157,0.005638389046056477,3,3,adam,"{'neurons_per_layer_encoder': [204, 408, 816], 'neurons_per_layer_decoder': [816, 408, 204]}",204,,"[816, 408, 204]","[204, 408, 816]",[0.03247136706524856],0.5397612691658797,COMPLETE
152,0.1530537551150153,2025-05-06 20:07:02.360076,2025-05-06 20:07:12.265004,0 days 00:00:09.904928,0.015418899141464533,32,0.2,204,180,3.2629041843753814e-06,1059,0.0013458966252657568,3,3,adam,"{'neurons_per_layer_encoder': [204, 408, 816], 'neurons_per_layer_decoder': [816, 408, 204]}",204,,"[816, 408, 204]","[204, 408, 816]",[0.1530537551150153],-0.5859692429732148,COMPLETE
153,0.5313380475955424,2025-05-06 20:07:05.362897,2025-05-06 20:07:13.929773,0 days 00:00:08.566876,0.1686339633399483,32,0.2,16,100,0.00013023575647873824,81,0.0006337177953814761,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[0.5313380475955424],0.7411215371510198,COMPLETE
154,0.30097454689628156,2025-05-06 20:07:06.212382,2025-05-06 20:07:17.956136,0 days 00:00:11.743754,0.16776480948877495,32,0.2,172,80,0.00016694295641039302,1066,0.00040319908394793966,3,3,adam,"{'neurons_per_layer_encoder': [172, 344, 688], 'neurons_per_layer_decoder': [688, 344, 172]}",172,,"[688, 344, 172]","[172, 344, 688]",[0.30097454689628156],0.9379072138896134,COMPLETE
155,0.3172725895292168,2025-05-06 20:07:11.294365,2025-05-06 20:07:29.523649,0 days 00:00:18.229284,0.17040307839805136,32,0.2,148,180,0.00016534379039912373,1052,0.0005641646050350801,3,3,adam,"{'neurons_per_layer_encoder': [148, 296, 592], 'neurons_per_layer_decoder': [592, 296, 148]}",148,,"[592, 296, 148]","[148, 296, 592]",[0.3172725895292168],0.8237728033040981,COMPLETE
156,0.5007225698800175,2025-05-06 20:07:12.280608,2025-05-06 20:07:24.471823,0 days 00:00:12.191215,0.012483546675851708,32,0.2,152,100,0.00016660256739001476,1045,0.0004115661766154358,3,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",152,,"[608, 304, 152]","[152, 304, 608]",[0.5007225698800175],0.9504864569727013,COMPLETE
157,0.43533890227955285,2025-05-06 20:07:12.560358,2025-05-06 20:07:31.261851,0 days 00:00:18.701493,0.012722660714947232,32,0.2,152,180,0.00017321945999502822,1045,0.000553927607049923,3,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",152,,"[608, 304, 152]","[152, 304, 608]",[0.43533890227955285],0.8858182619906494,COMPLETE
158,0.3022421760790521,2025-05-06 20:07:13.941017,2025-05-06 20:07:21.519955,0 days 00:00:07.578938,0.19085726745586842,32,0.2,8,80,0.00016867821327931908,43,0.000387884281678537,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.3022421760790521],0.6197727086493193,COMPLETE
159,-0.02282435135290095,2025-05-06 20:07:17.967445,2025-05-06 20:07:22.298247,0 days 00:00:04.330802,0.012818906892029453,24,0.2,8,80,0.00011392973200275042,43,0.0005863814124343882,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[-0.02282435135290095],0.5198878337539318,COMPLETE
160,0.3127645399728962,2025-05-06 20:07:21.533237,2025-05-06 20:07:28.400385,0 days 00:00:06.867148,0.18403919489862322,24,0.2,20,100,0.00011636192448263019,91,0.0005749794590080852,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[0.3127645399728962],0.6287459669655961,COMPLETE
161,-0.043053066310782206,2025-05-06 20:07:22.309907,2025-05-06 20:07:26.342314,0 days 00:00:04.032407,0.16983954778824129,32,0.2,16,100,0.00013557970831910713,84,0.0007453054354997133,3,3,adadelta,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[-0.043053066310782206],0.6714716816973181,COMPLETE
162,-0.19143693588194455,2025-05-06 20:07:24.484697,2025-05-06 20:07:28.060564,0 days 00:00:03.575867,0.012117832201343727,32,0.2,16,100,0.0001521953433153452,82,0.0006909871597670219,3,3,adadelta,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[-0.19143693588194455],0.62994002045721,COMPLETE
163,0.42162157131477807,2025-05-06 20:07:26.352745,2025-05-06 20:07:37.875413,0 days 00:00:11.522668,0.012049481453620257,32,0.2,148,80,9.983374981105446e-05,1042,0.0005442488121636933,3,3,adam,"{'neurons_per_layer_encoder': [148, 296, 592], 'neurons_per_layer_decoder': [592, 296, 148]}",148,,"[592, 296, 148]","[148, 296, 592]",[0.42162157131477807],0.913313796154379,COMPLETE
164,-0.3009001576333925,2025-05-06 20:07:28.070977,2025-05-06 20:07:38.080537,0 days 00:00:10.009560,0.013791098212724244,24,0.2,28,100,0.000452831823013163,210,0.0005525722938116026,3,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56, 28]}",28,,"[112, 56, 28]","[28, 56, 112]",[-0.3009001576333925],0.7355062344486206,COMPLETE
165,0.07129346245697943,2025-05-06 20:07:28.414234,2025-05-06 20:07:38.512703,0 days 00:00:10.098469,0.01359312936528116,32,0.2,212,60,0.00017331135130526314,1369,0.00029392929664537245,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.07129346245697943],0.9452489764455902,COMPLETE
166,0.141236024121128,2025-05-06 20:07:29.538445,2025-05-06 20:07:39.438824,0 days 00:00:09.900379,0.1585932325198193,32,0.2,216,60,0.00013989832537551853,1001,0.0003110223218610237,3,3,adam,"{'neurons_per_layer_encoder': [216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",216,,"[864, 432, 216]","[216, 432, 864]",[0.141236024121128],0.9351002988269118,COMPLETE
167,0.28874762679968213,2025-05-06 20:07:31.277773,2025-05-06 20:07:40.984827,0 days 00:00:09.707054,0.1986935833282944,32,0.2,216,60,0.00013337654031567197,1123,0.00033107303339935715,3,3,adam,"{'neurons_per_layer_encoder': [216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",216,,"[864, 432, 216]","[216, 432, 864]",[0.28874762679968213],0.9440631230930504,COMPLETE
168,-0.034852958794021616,2025-05-06 20:07:37.894986,2025-05-06 20:07:42.887174,0 days 00:00:04.992188,0.15682420844344613,40,0.2,212,60,6.2955428018228475e-06,1004,0.00027976590239607184,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[-0.034852958794021616],0.28596389218799306,COMPLETE
169,0.05700425171936152,2025-05-06 20:07:38.097521,2025-05-06 20:07:45.119384,0 days 00:00:07.021863,0.08132496959400527,40,0.2,212,160,6.267935635651199e-06,1114,0.00031508614903184005,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.05700425171936152],0.24854323637349238,COMPLETE
170,0.2976707505652345,2025-05-06 20:07:38.524399,2025-05-06 20:07:59.200484,0 days 00:00:20.676085,0.010017175196680383,40,0.2,216,160,5.518004414413118e-06,990,0.0004062159555616188,3,3,adam,"{'neurons_per_layer_encoder': [216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",216,,"[864, 432, 216]","[216, 432, 864]",[0.2976707505652345],0.18369702576071345,COMPLETE
171,0.19712190798067375,2025-05-06 20:07:39.450037,2025-05-06 20:08:06.051089,0 days 00:00:26.601052,0.19728261365133232,40,0.2,168,160,1.4357031840881263e-06,1372,0.00034447468528834977,3,4,adam,"{'neurons_per_layer_encoder': [168, 336, 672, 1344], 'neurons_per_layer_decoder': [1344, 672, 336]}",168,,"[1344, 672, 336]","[168, 336, 672, 1344]",[0.19712190798067375],-0.3916897016845306,COMPLETE
172,0.40594022927587536,2025-05-06 20:07:40.995517,2025-05-06 20:08:18.701912,0 days 00:00:37.706395,0.18001015095385745,40,0.2,160,160,0.00021147323207098276,1304,0.0004362809009074766,3,4,adam,"{'neurons_per_layer_encoder': [160, 320, 640, 1280], 'neurons_per_layer_decoder': [1280, 640, 320]}",160,,"[1280, 640, 320]","[160, 320, 640, 1280]",[0.40594022927587536],0.9431270002843942,COMPLETE
173,-0.018127095910305258,2025-05-06 20:07:42.897559,2025-05-06 20:08:38.074628,0 days 00:00:55.177069,0.1461110228792719,24,0.2,204,160,0.0005869715031902372,1656,0.000427739915787965,3,4,adam,"{'neurons_per_layer_encoder': [204, 408, 816, 1632], 'neurons_per_layer_decoder': [1632, 816, 408]}",204,,"[1632, 816, 408]","[204, 408, 816, 1632]",[-0.018127095910305258],0.6040176431398773,COMPLETE
174,-0.03174651534213946,2025-05-06 20:07:45.131389,2025-05-06 20:08:32.416810,0 days 00:00:47.285421,0.18662130265001903,24,0.2,164,160,0.000360472718939105,1341,0.000426840029520094,3,4,adam,"{'neurons_per_layer_encoder': [164, 328, 656, 1312], 'neurons_per_layer_decoder': [1312, 656, 328]}",164,,"[1312, 656, 328]","[164, 328, 656, 1312]",[-0.03174651534213946],0.726144352812272,COMPLETE
175,0.2768343546639014,2025-05-06 20:07:59.218870,2025-05-06 20:08:19.479049,0 days 00:00:20.260179,0.180088314706645,40,0.2,156,100,0.00022335546523415654,1073,0.0006641517120235996,3,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624, 312, 156]}",156,,"[624, 312, 156]","[156, 312, 624]",[0.2768343546639014],0.9044207716215142,COMPLETE
176,0.2628990760731398,2025-05-06 20:08:06.066022,2025-05-06 20:08:25.129530,0 days 00:00:19.063508,0.026304764174898014,48,0.2,156,100,0.00021883540524572284,1071,0.0006882129388111899,3,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624, 312, 156]}",156,,"[624, 312, 156]","[156, 312, 624]",[0.2628990760731398],0.9027762547558527,COMPLETE
177,0.38367278392514625,2025-05-06 20:08:18.717859,2025-05-06 20:08:45.058398,0 days 00:00:26.340539,0.1781728585253549,32,0.2,136,180,0.0005868829324938854,1072,0.0006750904815845009,3,3,adam,"{'neurons_per_layer_encoder': [136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",136,,"[544, 272, 136]","[136, 272, 544]",[0.38367278392514625],0.6316621910031597,COMPLETE
178,0.5422993101681013,2025-05-06 20:08:19.504564,2025-05-06 20:08:45.200511,0 days 00:00:25.695947,0.14287635884440333,32,0.2,140,180,0.00035867310202279283,1095,0.0008727474859775775,3,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140]}",140,,"[560, 280, 140]","[140, 280, 560]",[0.5422993101681013],0.6773378440996309,COMPLETE
179,0.563766298029478,2025-05-06 20:08:25.141361,2025-05-06 20:08:49.740743,0 days 00:00:24.599382,0.01743559868510622,32,0.2,140,180,0.0005688211568343551,1091,0.0008811193447000622,3,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140]}",140,,"[560, 280, 140]","[140, 280, 560]",[0.563766298029478],0.6355232400058218,COMPLETE
180,0.6154658759505114,2025-05-06 20:08:32.435136,2025-05-06 20:08:55.717458,0 days 00:00:23.282322,0.14259429125092998,32,0.2,204,180,0.0005569320194741726,1263,0.0008462622881777141,2,3,adam,"{'neurons_per_layer_encoder': [204, 408, 816], 'neurons_per_layer_decoder': [816, 408]}",204,,"[816, 408]","[204, 408, 816]",[0.6154658759505114],0.5392408463070649,COMPLETE
181,0.10512626538454095,2025-05-06 20:08:38.089609,2025-05-06 20:08:51.874544,0 days 00:00:13.784935,0.09933488660195999,32,0.2,132,180,0.0002697882516016672,1022,0.0074015478880893005,2,3,adam,"{'neurons_per_layer_encoder': [132, 264, 528], 'neurons_per_layer_decoder': [528, 264]}",132,,"[528, 264]","[132, 264, 528]",[0.10512626538454095],0.22955304882412608,COMPLETE
182,0.48857676268906547,2025-05-06 20:08:45.070831,2025-05-06 20:08:57.356186,0 days 00:00:12.285355,0.09499039247359951,32,0.4,36,180,0.00025364408833928866,267,0.0013482105874346741,2,3,adam,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72]}",36,,"[144, 72]","[36, 72, 144]",[0.48857676268906547],0.7309852496141273,COMPLETE
183,0.5216178174507633,2025-05-06 20:08:45.210396,2025-05-06 20:09:06.043475,0 days 00:00:20.833079,0.13284456305280667,32,0.4,140,200,0.00028241924327460094,1100,0.0008804243147356502,3,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140]}",140,,"[560, 280, 140]","[140, 280, 560]",[0.5216178174507633],0.8547898816683412,COMPLETE
184,0.34447483789160327,2025-05-06 20:08:49.752941,2025-05-06 20:09:05.551698,0 days 00:00:15.798757,0.018034328736578047,32,0.2,152,180,2.3520544677564694e-05,1098,0.0008819784536416077,3,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",152,,"[608, 304, 152]","[152, 304, 608]",[0.34447483789160327],0.624485561167499,COMPLETE
185,0.5018887873972828,2025-05-06 20:08:51.884938,2025-05-06 20:09:11.677979,0 days 00:00:19.793041,0.011265434965890983,32,0.2,140,180,0.00045859777089488584,1099,0.000847998762557353,3,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140]}",140,,"[560, 280, 140]","[140, 280, 560]",[0.5018887873972828],0.612856173990733,COMPLETE
186,0.5240026038898238,2025-05-06 20:08:55.730778,2025-05-06 20:09:15.144859,0 days 00:00:19.414081,0.13093531513077644,32,0.2,176,180,0.0006768251169024354,1255,0.0009039420430969183,3,3,adam,"{'neurons_per_layer_encoder': [176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",176,,"[704, 352, 176]","[176, 352, 704]",[0.5240026038898238],0.4140961532974544,COMPLETE
187,0.520907598389907,2025-05-06 20:08:57.367272,2025-05-06 20:09:09.857616,0 days 00:00:12.490344,0.14306575638018285,32,0.4,28,180,0.00047326547676719246,209,0.0011629004321271623,2,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56]}",28,,"[112, 56]","[28, 56, 112]",[0.520907598389907],0.7938776597209423,COMPLETE
188,0.47417106303252,2025-05-06 20:09:05.561629,2025-05-06 20:09:16.452664,0 days 00:00:10.891035,0.1252759273120162,32,0.4,40,180,0.00043641047149492376,268,0.001353406204572852,2,3,adam,"{'neurons_per_layer_encoder': [40, 80, 160], 'neurons_per_layer_decoder': [160, 80]}",40,,"[160, 80]","[40, 80, 160]",[0.47417106303252],0.7261203510031388,COMPLETE
189,0.4749815082303489,2025-05-06 20:09:06.055829,2025-05-06 20:09:24.854522,0 days 00:00:18.798693,0.13039162516358116,32,0.2,140,200,0.00046174321975544857,630,0.0012116554277946858,2,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280]}",140,,"[560, 280]","[140, 280, 560]",[0.4749815082303489],-0.007763289024838465,COMPLETE
190,0.5097996185232547,2025-05-06 20:09:09.867891,2025-05-06 20:09:21.599800,0 days 00:00:11.731909,0.12859959065861706,32,0.4,32,200,0.00046155949392225965,230,0.0007590605925196168,2,3,adam,"{'neurons_per_layer_encoder': [32, 64, 128], 'neurons_per_layer_decoder': [128, 64]}",32,,"[128, 64]","[32, 64, 128]",[0.5097996185232547],0.8360370515928127,COMPLETE
191,0.125833294516298,2025-05-06 20:09:11.687705,2025-05-06 20:09:32.082663,0 days 00:00:20.394958,0.13202896717979737,24,0.4,140,200,0.00045736339616241463,638,0.000969351205965187,2,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280]}",140,,"[560, 280]","[140, 280, 560]",[0.125833294516298],0.2406979153115704,COMPLETE
192,0.4023798528610817,2025-05-06 20:09:15.155991,2025-05-06 20:09:31.092696,0 days 00:00:15.936705,0.13018088040223227,32,0.2,136,200,0.000730796189917976,655,0.0012063813193571367,2,3,adam,"{'neurons_per_layer_encoder': [136, 272, 544], 'neurons_per_layer_decoder': [544, 272]}",136,,"[544, 272]","[136, 272, 544]",[0.4023798528610817],0.2657984538026022,COMPLETE
193,0.0517517815477867,2025-05-06 20:09:16.462428,2025-05-06 20:09:35.037422,0 days 00:00:18.574994,0.12795614949147469,24,0.4,140,200,0.0008051935500224691,622,0.0011265607425893281,2,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280]}",140,,"[560, 280]","[140, 280, 560]",[0.0517517815477867],0.12600301461622365,COMPLETE
194,0.341790712203202,2025-05-06 20:09:21.610863,2025-05-06 20:09:33.869748,0 days 00:00:12.258885,0.13178525591476972,24,0.4,36,200,0.0006808286642900714,195,0.0011949245502855515,2,3,adam,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72]}",36,,"[144, 72]","[36, 72, 144]",[0.341790712203202],0.3420172975461026,COMPLETE
195,0.4229781811578327,2025-05-06 20:09:24.864816,2025-05-06 20:09:35.929715,0 days 00:00:11.064899,0.12169034427483251,24,0.4,36,200,0.0006637766345665778,229,0.0007570309854625843,2,3,adam,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72]}",36,,"[144, 72]","[36, 72, 144]",[0.4229781811578327],0.7468456066838908,COMPLETE
196,0.5012045850604958,2025-05-06 20:09:31.104502,2025-05-06 20:09:40.102242,0 days 00:00:08.997740,0.13983338992977173,24,0.4,36,200,0.0008474824852096174,265,0.0007561602862515631,2,3,adam,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72]}",36,,"[144, 72]","[36, 72, 144]",[0.5012045850604958],0.7404744953644637,COMPLETE
197,0.5026680114976301,2025-05-06 20:09:32.091928,2025-05-06 20:09:40.434074,0 days 00:00:08.342146,0.14108125421183976,32,0.4,40,200,0.0006488354386290008,242,0.0007527067829369452,2,3,adam,"{'neurons_per_layer_encoder': [40, 80, 160], 'neurons_per_layer_decoder': [160, 80]}",40,,"[160, 80]","[40, 80, 160]",[0.5026680114976301],0.8528710747839736,COMPLETE
198,0.5124238744929088,2025-05-06 20:09:33.878811,2025-05-06 20:09:41.153636,0 days 00:00:07.274825,0.11925833209336727,32,0.4,28,180,0.0008819994502488323,156,0.0007774707449887642,2,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56]}",28,,"[112, 56]","[28, 56, 112]",[0.5124238744929088],0.8802235852284235,COMPLETE
199,0.4649647603124186,2025-05-06 20:09:35.046765,2025-05-06 20:09:42.253869,0 days 00:00:07.207104,0.14597942588786814,32,0.4,32,180,0.0005277487867336589,216,0.0007825498460700822,2,3,adam,"{'neurons_per_layer_encoder': [32, 64, 128], 'neurons_per_layer_decoder': [128, 64]}",32,,"[128, 64]","[32, 64, 128]",[0.4649647603124186],0.8484139292279286,COMPLETE
200,0.4691787454726525,2025-05-06 20:09:35.939046,2025-05-06 20:09:43.031471,0 days 00:00:07.092425,0.14249505260982165,32,0.4,28,180,0.0005561402510140521,160,0.0007940608872275779,2,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56]}",28,,"[112, 56]","[28, 56, 112]",[0.4691787454726525],0.8615697589838436,COMPLETE
201,0.49783389074115336,2025-05-06 20:09:40.110994,2025-05-06 20:09:47.281837,0 days 00:00:07.170843,0.14227704716529768,32,0.4,32,180,0.0005188667981496531,156,0.0007809195948883189,2,3,adam,"{'neurons_per_layer_encoder': [32, 64, 128], 'neurons_per_layer_decoder': [128, 64]}",32,,"[128, 64]","[32, 64, 128]",[0.49783389074115336],0.8528861941565034,COMPLETE
202,0.5723046927409737,2025-05-06 20:09:40.442635,2025-05-06 20:09:48.235747,0 days 00:00:07.793112,0.14420019373499485,32,0.4,28,200,0.000863729295450228,208,0.0008577673917576307,2,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56]}",28,,"[112, 56]","[28, 56, 112]",[0.5723046927409737],0.8522527194777094,COMPLETE
203,-0.035607188545669244,2025-05-06 20:09:41.162438,2025-05-06 20:09:42.508987,0 days 00:00:01.346549,0.14198665314460793,32,0.4,32,200,0.0008508656504600137,161,0.0008077628721554534,2,3,sgd,"{'neurons_per_layer_encoder': [32, 64, 128], 'neurons_per_layer_decoder': [128, 64]}",32,,"[128, 64]","[32, 64, 128]",[-0.035607188545669244],0.9290244493968768,COMPLETE
204,0.11921739991333369,2025-05-06 20:09:42.263019,2025-05-06 20:09:44.917834,0 days 00:00:02.654815,0.13851627641605826,32,0.4,28,200,0.0008461244387125827,152,0.0008211499503593767,2,3,sgd,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56]}",28,,"[112, 56]","[28, 56, 112]",[0.11921739991333369],0.9353851032422501,COMPLETE
205,0.4937075407419791,2025-05-06 20:09:42.516889,2025-05-06 20:09:50.823789,0 days 00:00:08.306900,0.10995127987698401,32,0.4,44,200,0.0006173973938017276,252,0.0010032509473553864,2,3,adam,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88]}",44,,"[176, 88]","[44, 88, 176]",[0.4937075407419791],0.767025903666286,COMPLETE
206,0.5540111026050423,2025-05-06 20:09:43.040308,2025-05-06 20:09:51.447791,0 days 00:00:08.407483,0.10680531340911001,32,0.4,52,200,0.0008915224553249003,250,0.0009817742163272002,2,3,adam,"{'neurons_per_layer_encoder': [52, 104, 208], 'neurons_per_layer_decoder': [208, 104]}",52,,"[208, 104]","[52, 104, 208]",[0.5540111026050423],0.7185344094231143,COMPLETE
207,0.509449307848413,2025-05-06 20:09:44.926886,2025-05-06 20:09:53.098818,0 days 00:00:08.171932,0.121082342197591,32,0.4,44,200,0.0006604464668698118,275,0.0009770999524707218,2,3,adam,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88]}",44,,"[176, 88]","[44, 88, 176]",[0.509449307848413],0.752608032161699,COMPLETE
