Nb,Cr,V,W,Zr,PROP LT (K),PROP ST (K),PROP 500C CTE (1/K),PROP 1000C CTE (1/K),PROP 1500C CTE (1/K),EQ 1273K THCD (W/mK),EQ 1273K Density (g/cc),EQ 1273K MAX BCC,EQ 1273K SUM BCC,EQ 1523K THCD (W/mK),EQ 1523K Density (g/cc),EQ 1523K MAX BCC,EQ 1523K SUM BCC,EQ 1773K MAX BCC,EQ 1773K SUM BCC,EQ 2023K MAX BCC,EQ 2023K SUM BCC,EQ 2273K MAX BCC,EQ 2273K SUM BCC,EQ 2523K MAX BCC,EQ 2523K SUM BCC,EQ 2773K MAX BCC,EQ 2773K SUM BCC,EQ 3023K MAX BCC,EQ 3023K SUM BCC,EQ 2/3*ST THCD (W/mK),EQ 2/3*ST Density (g/cc),Pugh_Ratio_PRIOR,YS 1000C PRIOR,YS 1500C PRIOR,SCHEIL ST,SCHEIL LT,Kou Criteria,SCHEIL BCC_B2,SCHEIL BCC_B2#2,SCHEIL MAX BCC,1500 Min Creep CB [1/s]
0.35,0.2,0.2,0.1,0.15,2293.332987,1593.174937,8.53e-06,8.81e-06,1.36e-05,2.448427293,9.539484415,0.525135295,0.525135295,1.797656322,9.226461544,0.557052359,0.578797365,0.617751455,0.617751455,0.404261587,0.404261587,0.034019862,0.034019862,0.0,0.0,0.0,0.0,0.0,0.0,5.388405184,9.661038233,2.696969697,1171.951527,785.3747412,2283.000797,1532.554547,207.7539131,0.799609421,0.0,0.799609421,1.16e-13
0.35,0.2,0.2,0.15,0.1,2424.777337,1693.445024,8.3e-06,8.62e-06,1.08e-05,8.528796545,10.13618437,0.560628394,0.560628394,3.952430199,9.941658773,0.592269973,0.592269973,0.715854406,0.715854406,0.608300438,0.608300438,0.263183635,0.263183635,0.0,0.0,0.0,0.0,0.0,0.0,14.00256931,10.1690957,2.642857143,1263.844223,863.5914597,2416.026044,1538.516044,292.1904544,0.854037209,0.0,0.854037209,4.61e-14
0.35,0.2,0.2,0.2,0.05,2549.114105,1834.12202,8.1e-06,8.44e-06,9.19e-06,20.03539785,10.67724311,0.60249106,0.60249106,12.20147859,10.48531137,0.648936086,0.648936086,0.811706455,0.811706455,0.844014405,0.844014405,0.521320445,0.521320445,0.057665549,0.057665549,0.0,0.0,0.0,0.0,21.22648511,10.70077146,2.590643275,1254.967782,864.1108793,2541.264796,1551.467921,366.3480406,0.9222254,0.0,0.9222254,2.67e-14
0.35,0.2,0.25,0.05,0.15,2160.053727,1644.574162,8.82e-06,9.12e-06,1.34e-05,1.463512323,8.907008783,0.467083627,0.467083627,1.239878252,8.588142482,0.537916824,0.537916824,0.591458706,0.591458706,0.277579994,0.277579994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.538760843,9.045066215,2.781931464,979.7612765,630.6398686,2139.682406,1530.853656,192.2034848,0.827682495,0.0,0.827682495,4.09e-13
0.0,0.7,0.25,0.0,0.05,2098.3158,1822.928017,8.99e-06,1.01e-05,1.23e-05,36.23073099,6.982173777,0.852510583,0.852510583,36.01598785,6.883949741,0.864196005,0.864196005,0.90157426,0.90157426,0.542301788,0.542301788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26772452,6.999110158,1.720054757,696.5927917,413.6606323,2098.405796,1751.832046,247.9325556,0.879273627,0.0,0.879273627,7.12e-14
0.0,0.75,0.05,0.0,0.2,1863.742973,1856.515233,9.4e-06,9.97e-06,1.11e-05,20.65481481,8.130742383,0.40034158,0.40034158,19.97694772,8.050909045,0.403132631,0.403132631,0.414675578,0.414675578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76244008,8.140616423,1.619791667,1918.455917,1326.117425,1863.480616,1853.257491,5.920699229,0.421321134,0.0,0.421321134,6.15e-14
0.0,0.75,0.1,0.0,0.15,1930.197043,1849.479708,9.23e-06,9.98e-06,1.15e-05,26.43292396,7.760493972,0.550843846,0.550843846,25.84702802,7.676138784,0.555743526,0.555743526,0.573570216,0.573570216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.54160679,7.771746339,1.631303209,1653.690301,1116.941535,1930.287039,1818.649539,59.41162364,0.580828532,0.0,0.580828532,6.57e-14
0.0,0.75,0.15,0.0,0.1,2014.099698,1842.765725,9.06e-06,1e-05,1.19e-05,32.23898973,7.397684187,0.701373839,0.701373839,31.6580494,7.307898984,0.708511252,0.708511252,0.732951625,0.732951625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36060293,7.410425012,1.642951252,1263.929525,820.5789067,2014.189696,1794.265321,97.814328,0.733427822,0.0,0.733427822,6.66e-14
0.0,0.75,0.2,0.0,0.05,2096.939466,1836.769314,8.9e-06,1e-05,1.23e-05,37.95983205,7.042562811,0.851929343,0.851929343,37.33771466,6.947023412,0.861420838,0.861420838,0.892807694,0.892807694,0.52730706,0.52730706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.08649537,7.056781859,1.654738237,721.4293032,431.2396151,2097.029465,1788.774465,114.1775427,0.875917264,0.0,0.875917264,6.59e-14
0.0,0.8,0.1,0.0,0.1,2009.595566,1853.31143,8.97e-06,9.93e-06,1.19e-05,34.71273268,7.461438892,0.701023088,0.701023088,33.57555178,7.372109712,0.70673815,0.70673815,0.727072956,0.727072956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9004282,7.472312432,1.582375479,1307.79931,853.9205166,2009.685564,1838.111814,28.71156428,0.728467128,0.0,0.728467128,5.89e-14
0.0,0.8,0.15,0.0,0.05,2095.401798,1847.86044,8.81e-06,9.95e-06,1.23e-05,40.20121397,7.103879383,0.851517844,0.851517844,39.09127529,7.010020894,0.859348064,0.859348064,0.885992566,0.885992566,0.510862553,0.510862553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.40202043,7.115958051,1.59344894,742.7298791,446.4553866,2095.491797,1824.949922,50.90802826,0.872391692,0.0,0.872391692,5.99e-14
0.0,0.85,0.1,0.0,0.05,2093.637776,1855.617145,8.72e-06,9.88e-06,1.23e-05,43.11524323,7.166147222,0.851231921,0.851231921,41.39185237,7.073141092,0.85785143,0.85785143,0.880911824,0.880911824,0.49253045,0.49253045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.38206352,7.176750921,1.535825545,760.2525358,459.103492,2093.727773,1849.994648,11.50140926,0.870371058,0.0,0.870371058,5.31e-14
0.1,0.35,0.0,0.05,0.5,1885.402308,1610.465326,8.71e-06,9.08e-06,2.16e-05,1.648093752,8.442387812,0.392367818,0.420198613,1.354731787,8.353004245,0.438151145,0.438151145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.567827916,8.481707205,2.135802469,1309.844364,891.0505287,1885.492307,1598.185432,7.361613678,0.454421754,0.0,0.454421754,7.38e-12
0.1,0.35,0.0,0.1,0.45,1993.833682,1620.056805,8.8e-06,9.12e-06,1.96e-05,2.159435448,9.361872364,0.28483133,0.363045164,1.433901142,9.286176684,0.316757609,0.37251413,0.010048649,0.010048649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.365833688,9.403420932,2.099756691,1661.033478,1176.2439,1993.923676,1599.298051,13.58732,0.350293599,0.0,0.350293599,8.62e-16
0.1,0.35,0.0,0.15,0.4,2120.566904,1626.896576,8.92e-06,9.18e-06,1.68e-05,2.419107502,10.38133679,0.193348207,0.304375401,1.567893864,10.30045911,0.209072113,0.311715878,0.0712255,0.0712255,0.027012386,0.027012386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.709202729,10.43167888,2.064748201,1997.163321,1456.660202,2120.656902,1599.433777,20.07005401,0.312104888,0.0,0.312104888,7.19e-16
0.1,0.35,0.0,0.2,0.35,2257.369235,1634.348489,9.07e-06,9.25e-06,1.39e-05,2.382491073,11.52158726,0.136091387,0.244182302,1.524618218,11.42921324,0.137447026,0.250820782,0.126916973,0.126916973,0.07959466,0.07959466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.596194175,11.58499999,2.030732861,2304.337714,1718.267537,2257.459235,1598.227985,31.16765803,0.328527042,0.0,0.328527042,6.01e-16
0.1,0.35,0.0,0.25,0.3,2379.31799,1641.839478,9.24e-06,9.34e-06,1.07e-05,2.017392249,12.80581653,0.156776656,0.182717534,1.266583593,12.6956382,0.165672581,0.189519227,0.177711593,0.177711593,0.141848156,0.141848156,0.079772387,0.079772387,0.0,0.0,0.0,0.0,0.0,0.0,3.045965347,12.88653637,1.997668998,2567.490484,1946.350272,2379.407984,1599.292359,144.4903414,0.330983483,0.0,0.330983483,5.04e-16
0.1,0.35,0.0,0.35,0.2,2600.854709,1922.374567,7.92e-06,8.09e-06,8.72e-06,28.93269528,13.4332321,0.389527086,0.389527086,25.08871958,13.39142762,0.393150897,0.393150897,0.398110455,0.398110455,0.326227696,0.326227696,0.267497293,0.267497293,0.083306611,0.083306611,0.0,0.0,0.0,0.0,28.84137376,13.43163531,1.934240363,2890.058455,2234.688393,2600.944704,1601.171579,815.8135937,0.389882823,0.0,0.389882823,7.35e-17
0.1,0.35,0.0,0.4,0.15,2706.067759,1916.242838,7.39e-06,7.65e-06,8.54e-06,38.46571723,13.66401067,0.473395798,0.529790157,33.71765715,13.62445314,0.473378798,0.544828801,0.522656627,0.54931991,0.446671359,0.446671359,0.370164617,0.370164617,0.203805767,0.203805767,0.0,0.0,0.0,0.0,38.40433425,13.66317943,1.903803132,2904.527634,2254.333079,2706.157756,1874.894631,18.27219039,0.449653416,0.0,0.449653416,2.35e-14
0.1,0.4,0.0,0.05,0.45,1905.985252,1611.986837,8.88e-06,9.2e-06,2.12e-05,1.258163851,8.713321068,0.300033861,0.344450374,0.881872136,8.634628847,0.353244363,0.355839096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004839179,8.752662643,2.059011164,1532.940741,1062.127786,1906.075251,1599.640876,11.51638645,0.337361553,0.0,0.337361553,1.61e-14
0.1,0.4,0.0,0.1,0.4,2001.367954,1617.10168,9e-06,9.25e-06,1.88e-05,1.591077116,9.705683993,0.1942585,0.287068303,1.022557404,9.635510644,0.216378195,0.293539499,0.018934189,0.018934189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.572899481,9.746079525,2.025157233,1882.368862,1349.653948,2001.457953,1599.565453,20.46607301,0.271749455,0.0,0.271749455,1.79e-15
0.1,0.4,0.0,0.15,0.35,2108.959582,1622.321498,9.14e-06,9.33e-06,1.5e-05,1.682288758,10.81121946,0.124240944,0.228244041,1.045089454,10.73872405,0.123060262,0.232514869,0.095026169,0.095026169,0.017743089,0.017743089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.704779412,10.86072808,1.992248062,2204.593365,1621.177382,2109.049577,1599.997702,43.17912559,0.228967792,0.0,0.228967792,1.51e-15
0.1,0.4,0.0,0.2,0.3,2251.095637,1628.614599,9.31e-06,9.41e-06,1.08e-05,1.483171833,12.05572027,0.148376853,0.167956815,0.894578718,11.97342485,0.156835943,0.171514391,0.163920311,0.163920311,0.082612685,0.082612685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.391306858,12.11959141,1.960244648,2483.798338,1861.078261,2251.185632,1600.253132,327.6359558,0.24087805,0.0,0.24087805,1.25e-15
0.1,0.4,0.0,0.3,0.2,2495.791561,1862.920548,8.08e-06,8.24e-06,8.97e-06,26.6733972,12.77331912,0.355685578,0.355685578,22.29226962,12.793008,0.343984219,0.343984219,0.37197469,0.37197469,0.262946684,0.262946684,0.178116514,0.178116514,0.0,0.0,0.0,0.0,0.0,0.0,26.95972228,12.78030548,1.898809524,2839.343695,2176.227087,2495.881557,1609.279682,310.5084156,0.302359481,0.0,0.302359481,2.42e-16
0.1,0.4,0.0,0.35,0.15,2607.70221,1882.255747,7.58e-06,7.87e-06,8.9e-06,36.49108219,13.05246458,0.422132948,0.511586068,32.21971717,12.99764998,0.415300078,0.538976176,0.439172388,0.551302042,0.379209713,0.379209713,0.28325729,0.28325729,0.093591458,0.093591458,0.0,0.0,0.0,0.0,36.67763688,13.05886344,1.869309838,2869.850452,2209.891065,2607.792205,1851.815955,71.5138487,0.412038654,0.0,0.412038654,3.66e-14
0.3,0.3,0.0,0.3,0.1,2662.601781,1851.131333,7.51e-06,7.74e-06,8.27e-06,33.37257575,12.29324609,0.562017594,0.562017594,24.03946172,12.19112022,0.576339866,0.576339866,0.608251683,0.608251683,0.559366821,0.559366821,0.445525198,0.445525198,0.218229092,0.218229092,0.0,0.0,0.0,0.0,33.96281603,12.30926187,2.179229481,2024.709043,1504.05497,2662.691778,1601.173653,785.4759743,0.65054016,0.0,0.65054016,5.58e-16
0.3,0.3,0.0,0.35,0.05,2766.331675,1890.506057,7.3e-06,7.54e-06,8.08e-06,36.83874462,12.85744246,0.581461571,0.581461571,34.04681526,12.6863984,0.622303559,0.622303559,0.698905378,0.698905378,0.692230523,0.692230523,0.592265938,0.592265938,0.394813811,0.394813811,0.0,0.0,0.0,0.0,36.87953642,12.86464631,2.141914191,1932.951319,1435.50876,2766.42167,1864.306045,92.91432609,0.687148978,0.0,0.687148978,4.42e-16
0.3,0.35,0.0,0.05,0.3,2028.06583,1617.792909,8.59e-06,8.89e-06,2.24e-05,0.97134129,8.930152621,0.320011636,0.457162618,0.747005822,8.764745645,0.317575512,0.487019709,0.163414232,0.163414232,0.003751102,0.003751102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530498214,8.992127208,2.291338583,1347.035516,917.7524508,2028.155828,1599.390828,26.84624179,0.52594261,0.0,0.52594261,2.32e-14
0.3,0.35,0.0,0.1,0.25,2197.518607,1614.799374,8.57e-06,8.82e-06,1.77e-05,1.421088239,9.847950217,0.374112574,0.423570775,0.927026086,9.727225323,0.402093967,0.440699963,0.30047697,0.30047697,0.134431308,0.134431308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.398413366,9.900377194,2.250645995,1604.863462,1128.33083,2197.608602,1599.449227,39.42561455,0.531876169,0.0,0.531876169,5.94e-15
0.3,0.35,0.0,0.15,0.2,2331.591675,1720.339627,8.47e-06,8.67e-06,1.23e-05,4.715472481,10.72184799,0.412779637,0.412779637,2.578870518,10.58204363,0.430037933,0.430037933,0.415017732,0.415017732,0.24667301,0.24667301,0.062368318,0.062368318,0.0,0.0,0.0,0.0,0.0,0.0,6.557488571,10.77504435,2.211195929,1815.005876,1304.81861,2331.681675,1599.980425,126.8784531,0.537505496,0.0,0.537505496,4.91e-15
0.3,0.35,0.0,0.2,0.15,2450.345179,1812.937566,8.06e-06,8.28e-06,8.75e-06,22.42817092,11.22998134,0.466239897,0.466239897,10.1230155,11.15818171,0.467439074,0.467439074,0.488518468,0.488518468,0.354259096,0.354259096,0.194339851,0.194339851,0.0,0.0,0.0,0.0,0.0,0.0,25.129726,11.24957093,2.172932331,1957.270773,1428.35605,2450.435174,1599.478924,550.8853317,0.557762462,0.0,0.557762462,2.28e-15
0.3,0.35,0.0,0.3,0.05,2670.837791,1899.699139,7.62e-06,7.84e-06,8.34e-06,32.57698763,12.38940956,0.504014686,0.504014686,30.61840321,12.22350523,0.542986307,0.542986307,0.623596673,0.623596673,0.603003519,0.603003519,0.47614518,0.47614518,0.238723865,0.238723865,0.0,0.0,0.0,0.0,32.59144045,12.39302657,2.099756691,1937.781811,1427.794657,2670.927787,1871.875912,99.96814773,0.618427895,0.0,0.618427895,7.46e-16
0.05,0.45,0.3,0.05,0.15,1966.957925,1790.899514,9.45e-06,9.95e-06,1.1e-05,17.36079133,8.537442933,0.456467373,0.456467373,16.92286544,8.449192261,0.475914898,0.475914898,0.529267331,0.529267331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29749478,8.557418881,2.053301512,1543.916338,1043.611373,1945.761853,1534.443103,437.4205277,0.660718688,0.0,0.660718688,1.2e-13
0.05,0.45,0.3,0.1,0.1,2097.788184,1819.464113,9e-06,9.69e-06,1.12e-05,24.64622667,8.856910469,0.646744048,0.646744048,23.79181765,8.729543562,0.6869679,0.6869679,0.758149214,0.758149214,0.26393639,0.26393639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.66511123,8.871582773,2.019607843,1508.412163,1025.899262,2079.059851,1543.454226,542.212472,0.775092911,0.0,0.775092911,9.36e-14
0.05,0.45,0.3,0.15,0.05,2244.33098,1869.770588,8.51e-06,9.37e-06,1.1e-05,32.49022578,9.173796422,0.755523334,0.837681593,30.95211167,9.048761613,0.864279059,0.864279059,0.899805988,0.899805988,0.703607704,0.703607704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.67718897,9.185988763,1.986852282,1283.385425,862.5386718,2230.098611,1592.365486,618.44974,0.892728473,0.0,0.892728473,2.89e-14
0.05,0.45,0.35,0.05,0.1,2041.255711,1789.245048,9.29e-06,9.97e-06,1.13e-05,23.07706203,8.128665635,0.617291358,0.617291358,22.67508137,8.003200444,0.646962469,0.646962469,0.721922374,0.721922374,0.101918944,0.101918944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9600499,8.155974098,2.070512821,1257.717124,824.2977864,2019.601512,1536.123387,519.1530463,0.794207823,0.0,0.794207823,1.16e-13
0.05,0.45,0.35,0.1,0.05,2170.696401,1827.559125,8.83e-06,9.67e-06,1.14e-05,30.26210032,8.457036032,0.805935585,0.805935585,29.36180469,8.288486759,0.86180898,0.86180898,0.917705831,0.917705831,0.659621128,0.659621128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.20492364,8.48446584,2.036334913,1065.579768,690.2281326,2151.28445,1558.997575,691.5510338,0.900264681,0.0,0.900264681,6.53e-14
0.05,0.45,0.4,0.05,0.05,2117.878894,1788.539771,9.13e-06,9.98e-06,1.16e-05,28.68915677,7.73050494,0.784785122,0.784785122,28.11467861,7.579625324,0.824301958,0.824301958,0.91538674,0.91538674,0.590569896,0.590569896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5459553,7.766756444,2.087974173,852.3625774,527.5286114,2095.748198,1543.887573,772.8289113,0.909451367,0.0,0.909451367,1.16e-13
0.05,0.5,0.05,0.05,0.35,1948.340577,1603.059465,9.6e-06,9.73e-06,1.52e-05,0.423330637,9.562132136,0.070667351,0.107979381,0.307506712,9.481643946,0.090492916,0.108604835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.700138975,9.60806357,1.903803132,1974.464324,1400.503135,1947.885299,1540.247799,163.1480855,0.125715561,0.0,0.125715561,2.94e-12
0.05,0.5,0.05,0.1,0.3,2021.386576,1703.026881,9.67e-06,9.76e-06,1.14e-05,2.655265693,10.62667845,0.075312903,0.075312903,0.584393958,10.63437323,0.052440668,0.052440668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.738579173,10.64613066,1.874172185,2277.059847,1654.797282,2020.456457,1550.440207,397.0695442,0.091007085,0.0,0.091007085,5.54e-15
0.05,0.5,0.05,0.15,0.25,2062.638721,1858.581103,9.2e-06,9.38e-06,1.01e-05,11.08673945,10.97053068,0.168115652,0.199993069,8.139221996,11.06601581,0.090378206,0.173425119,0.169780498,0.169780498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2259313,10.96802388,1.845315904,2514.16958,1858.828403,2061.183882,1628.100132,450.982771,0.182923609,0.0,0.182923609,6.34e-14
0.05,0.5,0.05,0.2,0.2,2213.416004,1875.076454,8.68e-06,9.02e-06,1.02e-05,21.52873732,11.30233243,0.206040116,0.377101618,18.89657577,11.27318668,0.229909098,0.387985744,0.392604168,0.408134761,0.089002537,0.089002537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6622874,11.30532905,1.817204301,2662.090583,1990.607644,2212.361783,1686.768033,280.0638472,0.348337662,0.0,0.348337662,1.48e-15
0.05,0.5,0.05,0.3,0.1,2497.35003,1944.692597,7.69e-06,8.29e-06,9.82e-06,41.45661461,11.94965727,0.378863915,0.696607335,36.7252074,11.87975569,0.419796234,0.700981001,0.52691915,0.711137654,0.39127072,0.39127072,0.19637644,0.19637644,0.0,0.0,0.0,0.0,0.0,0.0,41.06789061,11.94490349,1.763102725,2568.480524,1930.234471,2496.702057,1791.713932,100.8646326,0.68111216,0.0,0.68111216,4.08e-17
0.05,0.5,0.05,0.35,0.05,2622.313536,1963.270497,7.21e-06,7.92e-06,9.58e-06,51.06812205,12.24206099,0.46795729,0.849206374,45.28724658,12.14427911,0.500556692,0.852632305,0.595816844,0.864462387,0.697783307,0.697783307,0.375758058,0.375758058,0.121372917,0.121372917,0.0,0.0,0.0,0.0,50.31601533,12.23095166,1.737060041,2242.264962,1668.33213,2621.773094,1837.326844,134.8003628,0.77694473,0.0,0.77694473,1.66e-17
0.05,0.5,0.1,0.05,0.3,1920.668616,1557.237275,9.8e-06,9.9e-06,1.15e-05,0.512931101,9.837070358,0.044149429,0.044149429,0.082429462,9.817092206,0.018464114,0.025088301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.981605934,9.858710431,1.918918919,1985.726133,1403.907896,1919.835556,1544.038681,321.2790316,0.159331409,0.0,0.159331409,1.16e-12
0.1,0.0,0.6,0.3,0.0,2667.27537,2427.611498,8.21e-06,8.89e-06,9.73e-06,36.74141892,10.33950223,1.0,1.0,38.08685486,10.25664905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.473922781,0.473922781,0.0,0.0,0.0,0.0,38.5881592,10.22314369,2.913419913,530.2795789,327.4230063,2667.365366,2152.269741,396.7956145,0.990442209,0.0,0.990442209,1.31e-15
0.1,0.0,0.65,0.25,0.0,2577.150792,2377.013327,8.49e-06,9.19e-06,1.01e-05,34.89367129,9.662519712,1.0,1.0,36.24696624,9.582177153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17806124,0.17806124,0.0,0.0,0.0,0.0,36.57409019,9.561283328,3.011148272,448.7850193,266.8567421,2577.240789,2149.145164,324.5763623,0.990617515,0.0,0.990617515,2.93e-15
0.1,0.0,0.7,0.2,0.0,2487.356835,2328.075125,8.76e-06,9.5e-06,1.04e-05,33.19531399,8.979084582,1.0,1.0,34.54679724,8.901717426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.70116722,8.892289441,3.114942529,363.4789096,206.1316088,2487.446833,2146.351208,257.1303355,0.990548921,0.0,0.990548921,6.55e-15
0.1,0.0,0.75,0.15,0.0,2398.941455,2280.500342,9.04e-06,9.81e-06,1.08e-05,31.6295895,8.289083318,1.0,1.0,32.97178592,8.215163006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.95767359,8.215985591,3.225385528,277.8976172,148.2997599,2399.031454,2142.935829,193.0948312,0.991526597,0.0,0.991526597,1.47e-14
0.1,0.0,0.8,0.1,0.0,2312.686595,2234.071872,9.31e-06,1.01e-05,1.12e-05,30.18213171,7.59239976,1.0,1.0,31.50929389,7.522404555,1.0,1.0,1.0,1.0,1.0,1.0,0.360132469,0.360132469,0.0,0.0,0.0,0.0,0.0,0.0,31.33290893,7.5321751,3.343137255,196.0602671,96.53233717,2312.776589,2140.680964,131.8639794,0.991052474,0.0,0.991052474,3.28e-14
0.65,0.1,0.15,0.0,0.1,2359.78556,1968.844954,8.3e-06,8.79e-06,9.59e-06,1.475109501,8.000347965,0.808309235,0.808309235,1.583950884,7.738866572,0.913477628,0.913477628,1.0,1.0,0.92350023,0.92350023,0.352665805,0.352665805,0.0,0.0,0.0,0.0,0.0,0.0,1.4597398,7.965225391,3.527670528,342.7255399,186.0038229,2351.937592,1536.172592,725.0595249,0.931570944,0.0,0.931570944,4.14e-13
0.65,0.15,0.1,0.0,0.1,2350.347914,1865.170203,8.33e-06,8.75e-06,9.58e-06,1.490703366,8.207569916,0.731573264,0.731573264,1.33610136,7.9785899,0.805243043,0.805243043,0.975299879,0.975299879,0.798273116,0.798273116,0.278980816,0.278980816,0.0,0.0,0.0,0.0,0.0,0.0,1.55892287,8.229285101,3.303030303,420.246587,236.6453753,2342.679518,1543.042018,179.86626,0.893242159,0.0,0.893242159,1.23e-12
0.65,0.2,0.05,0.0,0.1,2335.478795,1810.63873,8.34e-06,8.72e-06,9.46e-06,1.885156996,8.359530581,0.686689106,0.686689106,1.300833312,8.149676034,0.742230673,0.742230673,0.877357795,0.877357795,0.662688286,0.662688286,0.198475231,0.198475231,0.0,0.0,0.0,0.0,0.0,0.0,2.319373508,8.401599434,3.103092784,502.9683126,292.3323098,2330.543774,1546.555649,487.2404998,0.832898089,0.0,0.832898089,1.27e-12
0.65,0.2,0.1,0.0,0.05,2340.139849,1943.893351,8.47e-06,8.85e-06,9.59e-06,3.80883268,8.404691194,0.634512768,0.634512768,2.361463904,8.202341011,0.699814793,0.699814793,0.843370134,0.843370134,0.85191699,0.85191699,0.255094242,0.255094242,0.0,0.0,0.0,0.0,0.0,0.0,3.542112333,8.389422643,3.138888889,477.6742623,273.9903602,2328.406805,1590.29118,347.1995556,0.902867986,0.0,0.902867986,9.96e-13
0.65,0.25,0.05,0.0,0.05,2319.405394,1899.762068,8.48e-06,8.83e-06,9.5e-06,5.846702154,8.506545403,0.602091741,0.602091741,2.691641386,8.331205216,0.655168683,0.655168683,0.773154749,0.773154749,0.668579138,0.668579138,0.150813301,0.150813301,0.0,0.0,0.0,0.0,0.0,0.0,6.019420887,8.510137392,2.956140351,562.2264362,331.740964,2312.344474,1610.228849,426.7918432,0.820019086,0.0,0.820019086,1.13e-12
0.7,0.05,0.15,0.0,0.1,2421.382411,2092.310329,8.13e-06,8.71e-06,9.39e-06,1.531018612,7.827269139,0.936180821,0.936180821,1.643190203,7.658638017,1.0,1.0,1.0,1.0,1.0,1.0,0.616909202,0.616909202,0.0,0.0,0.0,0.0,0.0,0.0,1.613761361,7.710194783,3.833333333,230.2963783,116.8595017,2417.679888,1527.456763,1364.629319,0.960330484,0.0,0.960330484,9.09e-14
0.7,0.1,0.1,0.0,0.1,2416.475993,1997.682115,8.17e-06,8.65e-06,9.41e-06,1.427395558,8.077911505,0.832726494,0.832726494,1.466150268,7.843822821,0.923518622,0.923518622,1.0,1.0,0.970071351,0.970071351,0.534246445,0.534246445,0.0,0.0,0.0,0.0,0.0,0.0,1.394569978,8.031143704,3.572916667,298.471873,158.9839407,2411.618483,1541.789733,850.940356,0.927567182,0.0,0.927567182,3.25e-13
0.7,0.1,0.15,0.0,0.05,2417.203272,2136.233394,8.26e-06,8.78e-06,9.57e-06,2.969598249,8.087838167,0.817403464,0.817403464,2.794740118,7.831012081,0.927400585,0.927400585,1.0,1.0,1.0,1.0,0.653858036,0.653858036,0.0,0.0,0.0,0.0,0.0,0.0,2.71328229,7.945428648,3.619235837,287.2650436,151.1707602,2408.647335,1557.073585,1165.10196,0.962363584,0.0,0.962363584,2.73e-13
0.7,0.15,0.05,0.0,0.1,2406.720959,1858.590987,8.2e-06,8.62e-06,9.43e-06,1.608431683,8.259590773,0.772350941,0.772350941,1.33503523,8.04832566,0.837642775,0.837642775,0.995430399,0.995430399,0.83367329,0.83367329,0.440228259,0.440228259,0.0,0.0,0.0,0.0,0.0,0.0,1.70332794,8.282152621,3.343137255,373.1540976,206.9932424,2403.196335,1546.88946,481.7534245,0.882966043,0.0,0.882966043,1.29e-12
