trial_id,neurons_encoder,latent_dim,neurons_decoder
291,"[68, 136, 272, 544]",1208,"[544, 272, 136]"
292,"[72, 144, 288, 576]",600,"[576, 288, 144]"
293,"[104, 208, 416, 832, 1664]",3064,"[1664, 832, 416]"
294,"[40, 80, 160, 320, 640]",664,"[640, 320]"
295,"[100, 200, 400, 800, 1600]",3080,"[1600, 800]"
296,"[160, 320, 640, 1280, 2560]",2584,"[2560, 1280]"
297,"[104, 208, 416, 832, 1664]",2312,"[1664, 832, 416]"
298,"[108, 216, 432, 864, 1728]",2712,"[1728, 864, 432]"
299,[232],368,"[232, 116, 58]"
300,"[20, 40, 80, 160, 320]",696,"[320, 160, 80]"
301,"[20, 40, 80, 160, 320]",648,"[320, 160, 80]"
302,"[132, 264, 528, 1056, 2112]",2488,"[2112, 1056, 528]"
303,"[56, 112, 224, 448, 896]",1336,"[896, 448, 224]"
304,"[132, 264, 528, 1056, 2112]",2440,"[2112, 1056, 528]"
305,[52],89,"[52, 26]"
306,[168],368,"[168, 84]"
307,[152],224,"[152, 76]"
308,[168],384,"[168, 84]"
309,"[40, 80, 160, 320]",616,"[320, 160]"
310,"[52, 104, 208, 416]",952,"[416, 208]"
311,"[44, 88, 176, 352]",808,"[352, 176]"
312,"[52, 104, 208, 416]",568,"[416, 208]"
313,"[44, 88, 176, 352]",808,"[352, 176]"
314,"[52, 104, 208, 416]",904,"[416, 208]"
315,"[44, 88, 176, 352]",808,"[352, 176]"
316,"[44, 88, 176, 352]",808,"[352, 176]"
317,"[56, 112, 224, 448]",904,"[448, 224]"
318,"[48, 96, 192, 384]",904,"[384, 192]"
319,"[52, 104, 208, 416]",936,"[416, 208]"
320,"[52, 104, 208, 416]",904,"[416, 208]"
321,"[48, 96, 192, 384]",744,"[384, 192]"
322,"[48, 96, 192, 384]",552,"[384, 192]"
323,"[48, 96, 192, 384]",744,"[384, 192]"
324,"[48, 96, 192, 384]",552,"[384, 192]"
325,"[48, 96, 192, 384]",744,[384]
326,"[40, 80, 160, 320]",696,[320]
327,"[36, 72, 144, 288]",552,"[288, 144]"
328,"[40, 80, 160, 320]",568,"[320, 160]"
329,"[40, 80, 160, 320]",552,"[320, 160]"
330,"[40, 80, 160, 320]",552,"[320, 160]"
331,"[56, 112, 224, 448]",1016,"[448, 224]"
332,"[56, 112, 224, 448]",1016,"[448, 224]"
333,"[56, 112, 224, 448]",568,"[448, 224]"
334,"[56, 112, 224, 448]",568,"[448, 224]"
335,"[60, 120, 240, 480]",1000,"[480, 240, 120, 60]"
336,"[52, 104, 208, 416]",584,"[416, 208, 104, 52]"
337,"[60, 120, 240, 480]",1016,"[480, 240, 120, 60]"
338,"[48, 96, 192, 384]",584,"[384, 192, 96, 48]"
339,"[48, 96, 192, 384]",584,"[384, 192, 96, 48]"
340,"[48, 96, 192, 384]",584,"[384, 192, 96, 48]"
341,"[44, 88, 176, 352]",632,"[352, 176]"
342,"[44, 88, 176, 352]",632,"[352, 176]"
343,"[52, 104, 208, 416]",536,"[416, 208, 104, 52, 26]"
344,"[44, 88, 176, 352]",712,"[352, 176, 88, 44, 22]"
345,"[44, 88, 176, 352]",536,"[352, 176]"
346,"[44, 88, 176, 352]",536,"[352, 176, 88, 44, 22]"
347,"[52, 104, 208, 416]",536,"[416, 208]"
348,"[36, 72, 144, 288]",520,"[288, 144]"
349,"[52, 104, 208, 416]",856,[416]
350,"[36, 72, 144, 288]",520,[288]
351,"[52, 104, 208, 416]",856,"[416, 208]"
352,"[52, 104, 208, 416]",968,[416]
353,"[48, 96, 192, 384]",552,[384]
354,"[52, 104, 208, 416]",920,[416]
355,"[60, 120, 240, 480]",1096,[480]
356,"[64, 128, 256, 512]",1080,[512]
357,"[64, 128, 256, 512]",1080,"[512, 256, 128]"
358,"[60, 120, 240, 480]",1064,"[480, 240, 120]"
359,"[60, 120, 240, 480]",1080,"[480, 240, 120]"
360,"[40, 80, 160, 320]",552,"[320, 160, 80]"
361,"[32, 64, 128, 256]",440,"[256, 128]"
362,"[40, 80, 160, 320]",552,"[320, 160]"
363,"[36, 72, 144, 288]",616,"[288, 144]"
364,"[36, 72, 144, 288]",616,"[288, 144]"
365,"[36, 72, 144, 288]",616,"[288, 144]"
366,"[44, 88, 176, 352]",760,"[352, 176]"
367,"[44, 88, 176, 352]",728,"[352, 176]"
368,"[44, 88, 176, 352]",568,"[352, 176, 88, 44]"
369,"[48, 96, 192, 384]",568,"[384, 192]"
370,"[44, 88, 176, 352]",568,"[352, 176]"
371,"[48, 96, 192, 384]",568,"[384, 192]"
372,"[56, 112, 224, 448]",568,"[448, 224]"
373,"[52, 104, 208, 416]",568,"[416, 208]"
374,"[56, 112, 224, 448]",568,"[448, 224]"
375,"[52, 104, 208, 416]",552,"[416, 208]"
376,"[56, 112, 224, 448]",536,"[448, 224]"
377,"[56, 112, 224, 448]",536,"[448, 224]"
378,"[56, 112, 224, 448]",536,"[448, 224]"
379,"[32, 64, 128, 256]",536,"[256, 128]"
380,"[36, 72, 144, 288]",536,"[288, 144]"
381,"[52, 104, 208, 416]",888,"[416, 208]"
382,"[44, 88, 176, 352]",552,"[352, 176]"
383,"[40, 80, 160, 320]",552,"[320, 160]"
384,"[36, 72, 144, 288]",552,"[288, 144]"
385,"[40, 80, 160, 320]",552,"[320, 160]"
386,"[40, 80, 160, 320]",552,"[320, 160]"
387,"[48, 96, 192, 384]",520,"[384, 192]"
388,"[48, 96, 192, 384]",520,"[384, 192]"
389,"[48, 96, 192, 384]",840,"[384, 192]"
390,"[48, 96, 192, 384]",520,"[384, 192]"
391,"[48, 96, 192]",408,"[192, 96]"
392,"[48, 96, 192]",312,"[192, 96]"
393,"[52, 104, 208]",408,"[208, 104]"
394,"[60, 120, 240]",456,"[240, 120]"
395,"[60, 120, 240]",312,"[240, 120]"
396,"[28, 56, 112]",184,"[112, 56]"
397,[60],114,"[60, 30]"
398,"[112, 224, 448]",504,"[448, 224]"
399,"[108, 216, 432]",952,"[432, 216]"
400,"[224, 448, 896]",1432,"[896, 448]"
401,"[108, 216, 432]",504,"[432, 216]"
402,"[228, 456, 912]",1624,"[912, 456]"
403,"[224, 448, 896]",1640,"[896, 448]"
404,"[52, 104, 208]",424,"[208, 104]"
405,"[52, 104, 208]",440,"[208, 104]"
